order_id,product_id,product_name,category,price,quantity,discount_percent,region,status,customer_name,order_date
100056,1056,Smartwatch,Electronics,69092.38,4.0,20,North,Completed,Customer_178,15-03-2026
100057,1057,T-Shirt,Clothing,,6.0,15,North,Returned,Customer_492,06-01-2026
100058,1058,Milk,Groceries,43605.17,9.0,20,West,Returned,Customer_224,02-10-2025
100059,1059,Jeans,Clothing,83090.03,2.0,15,West,Cancelled,Customer_15,22-05-2026
100060,1060,Jeans,Clothing,48806.24,6.0,20,East,Completed,Customer_265,15-07-2025
100061,1061,Monitor,Electronics,72035.46,8.0,15,West,Returned,Customer_406,18-01-2025
100062,1062,Phone,Electronics,22237.48,4.0,15,East,Returned,Customer_382,05-12-2025
100063,1063,Hoodie,Clothing,45429.15,5.0,5,East,Completed,Customer_381,09-07-2025
100064,1064,Sofa,Furniture,73886.6,5.0,20,East,Completed,Customer_427,18-07-2025
100065,1065,Jeans,Clothing,,5.0,10,North,Completed,Customer_284,27-10-2025
100066,1066,Stool,Furniture,10348.51,1.0,15,East,Pending,Customer_495,22-02-2025
100067,1067,Shirt,Clothing,11497.31,2.0,0,South,Pending,Customer_416,08-11-2025
100068,1068,Monitor,Electronics,11933.31,7.0,5,West,Returned,Customer_466,30-03-2026
100069,1069,Shoes,Clothing,99004.12,5.0,0,South,Pending,Customer_136,25-03-2025
100070,1070,Sofa,Furniture,17463.97,2.0,20,West,Cancelled,Customer_17,26-08-2025
100071,1071,Hoodie,Clothing,28343.57,8.0,10,South,Returned,Customer_59,19-08-2025
100072,1072,Bed,Furniture,82680.45,2.0,20,East,Returned,Customer_64,25-04-2026
100073,1073,Hoodie,Clothing,40310.6,5.0,0,North,Returned,Customer_377,27-11-2025
100074,1074,Tennis Racket,Sports,2683.9,4.0,20,North,Cancelled,Customer_296,11-02-2025
100075,1075,Stool,Furniture,51944.49,8.0,20,West,Returned,Customer_497,04-04-2025
100076,1076,Sugar,Groceries,40893.97,6.0,10,West,Returned,Customer_148,15-02-2026
100077,1077,Cricket Bat,Sports,45537.11,6.0,15,North,Returned,Customer_212,25-02-2025
100078,1078,Cabinet,Furniture,62301.12,8.0,5,East,Pending,Customer_475,22-10-2025
100079,1079,Coffee,Groceries,12230.47,10.0,10,North,Returned,Customer_48,19-08-2025
100080,1080,Camera,Electronics,94711.37,3.0,20,East,Returned,Customer_428,10-05-2026
100081,1081,Bread,Groceries,45732.97,3.0,20,South,Completed,Customer_142,01-03-2026
100082,1082,Shoes,Clothing,26790.55,1.0,20,West,Pending,Customer_229,11-05-2026
100083,1083,Jacket,Clothing,55236.55,9.0,5,South,Returned,Customer_120,25-02-2026
100084,1084,Tablet,Electronics,74496.04,7.0,5,West,Completed,Customer_65,30-05-2026
100085,1085,Tennis Racket,Sports,86983.06,8.0,0,South,Returned,Customer_446,08-06-2025
100086,1086,Camera,Electronics,78174.38,5.0,0,East,Returned,Customer_489,21-11-2025
100087,1087,Rice,Groceries,61784.2,4.0,5,North,Returned,Customer_51,13-04-2025
100088,1088,Milk,Groceries,69430.72,1.0,10,East,Cancelled,Customer_221,30-05-2025
100089,1089,Shelf,Furniture,56636.21,3.0,15,South,Returned,Customer_468,27-05-2025
100090,1090,Stool,Furniture,63826.67,,15,East,Pending,Customer_38,29-03-2026
100091,1091,Shoes,Clothing,29985.51,7.0,10,South,Returned,Customer_437,10-05-2026
100092,1092,Monitor,Electronics,38198.29,6.0,10,North,Returned,Customer_141,09-01-2025
100093,1093,Gloves,Sports,77853.33,1.0,10,South,Cancelled,Customer_113,14-07-2025
100094,1094,Tennis Racket,Sports,67808.67,3.0,0,East,Returned,Customer_18,09-01-2026
100095,1095,Table,Furniture,90971.82,6.0,5,East,Cancelled,Customer_426,18-06-2025
100096,1096,Shirt,Clothing,96741.67,5.0,0,West,Completed,Customer_73,20-08-2025
100097,1097,Sugar,Groceries,,7.0,15,East,Cancelled,Customer_300,26-01-2026
100098,1098,T-Shirt,Clothing,67516.17,8.0,20,East,Pending,Customer_332,06-03-2025
100099,1099,Eggs,Groceries,64959.02,2.0,10,West,Completed,Customer_50,29-08-2025
100100,1100,Football,Sports,38925.72,6.0,20,West,Pending,Customer_454,01-03-2026
100101,1101,Camera,Electronics,61603.66,5.0,15,West,Pending,Customer_438,07-01-2026
100102,1102,Tablet,Electronics,54492.14,6.0,0,West,Completed,Customer_340,06-08-2025
100103,1103,Cricket Bat,Sports,5152.79,6.0,20,South,Completed,Customer_425,01-08-2025
100104,1104,Football,Sports,81323.99,4.0,20,North,Cancelled,Customer_440,29-05-2025
100105,1105,Bed,Furniture,79871.53,2.0,0,East,Pending,Customer_302,28-11-2025
100106,1106,Keyboard,Electronics,26610.21,3.0,0,West,Returned,Customer_399,06-01-2026
100107,1107,Helmet,Sports,10994.5,9.0,20,East,Returned,Customer_330,01-02-2025
100108,1108,Camera,Electronics,84745.12,7.0,15,North,Completed,Customer_165,01-06-2025
100109,1109,Keyboard,Electronics,27574.1,10.0,20,East,Returned,Customer_259,17-03-2026
100110,1110,Mouse,Electronics,85293.99,9.0,15,South,Returned,Customer_174,10-04-2026
100111,1111,Tea,Groceries,72988.29,6.0,10,South,Returned,Customer_35,04-04-2025
100112,1112,Mouse,Electronics,43244.46,6.0,20,East,Completed,Customer_211,29-12-2025
100113,1113,Rice,Groceries,96843.02,10.0,20,South,Pending,Customer_337,09-05-2026
100114,1114,Table,Furniture,35076.39,9.0,20,South,Returned,Customer_433,27-01-2025
100115,1115,Gloves,Sports,82963.13,5.0,10,East,Cancelled,Customer_4,05-07-2025
100116,1116,Shelf,Furniture,7051.58,1.0,15,West,Returned,Customer_175,11-06-2025
100117,1117,Jacket,Clothing,72187.44,10.0,5,South,Completed,Customer_346,25-03-2025
100118,1118,Shirt,Clothing,66227.68,8.0,5,North,Cancelled,Customer_221,24-04-2025
100119,1119,Hoodie,Clothing,67880.78,8.0,5,West,Completed,Customer_4,29-07-2025
100120,1120,Jeans,Clothing,76758.22,5.0,15,West,Pending,Customer_67,25-01-2026
100121,1121,Gloves,Sports,23088.06,9.0,0,West,Completed,Customer_224,20-01-2025
100122,1122,Oil,Groceries,86224.79,10.0,15,East,Completed,Customer_208,22-01-2025
100123,1123,Jeans,Clothing,80152.08,10.0,10,North,Returned,Customer_433,19-04-2025
100124,1124,Shelf,Furniture,58928.24,9.0,10,South,Cancelled,Customer_399,22-06-2025
100125,1125,Speaker,Electronics,63359.14,9.0,10,East,Pending,Customer_121,16-04-2025
100126,1126,Bed,Furniture,19807.45,10.0,0,South,Returned,Customer_238,05-04-2026
100127,1127,Gloves,Sports,63566.3,10.0,10,South,Returned,Customer_35,26-04-2026
100128,1128,Eggs,Groceries,79653.33,10.0,10,West,Returned,Customer_20,28-02-2025
100129,1129,Jacket,Clothing,7765.43,2.0,15,North,Returned,Customer_466,12-07-2025
100130,1130,Shoes,Clothing,47615.34,3.0,10,North,Pending,Customer_21,11-09-2025
100131,1131,Coffee,Groceries,52454.45,10.0,10,West,Returned,Customer_397,13-12-2025
100132,1132,Cricket Bat,Sports,78943.77,6.0,15,East,Cancelled,Customer_371,03-06-2025
100133,1133,T-Shirt,Clothing,58315.68,3.0,15,South,Completed,Customer_159,21-01-2026
100134,1134,Jeans,Clothing,67044.63,9.0,20,East,Completed,Customer_186,13-11-2025
100135,1135,Sofa,Furniture,34239.06,8.0,5,North,Cancelled,Customer_433,14-04-2025
100136,1136,Helmet,Sports,83528.47,9.0,20,South,Returned,Customer_79,16-06-2025
100137,1137,Desk,Furniture,72146.18,1.0,5,West,Cancelled,Customer_386,05-04-2026
100138,1138,Sofa,Furniture,31015.84,8.0,20,West,Returned,Customer_394,16-10-2025
100139,1139,Tea,Groceries,96630.19,4.0,10,North,Returned,Customer_448,16-01-2026
100140,1140,Cricket Bat,Sports,71168.96,9.0,5,East,Returned,Customer_464,10-06-2026
100141,1141,Shelf,Furniture,9262.19,4.0,0,West,Completed,Customer_203,30-05-2026
100142,1142,Jeans,Clothing,38678.0,2.0,0,East,Pending,Customer_71,09-02-2025
100143,1143,Shirt,Clothing,69637.59,3.0,20,North,Completed,Customer_10,20-09-2025
100144,1144,Desk,Furniture,54925.54,10.0,10,South,Cancelled,Customer_63,18-02-2025
100145,1145,Shelf,Furniture,63931.28,10.0,15,North,Pending,Customer_368,28-05-2025
100146,1146,Shirt,Clothing,256.28,6.0,0,East,Completed,Customer_489,23-06-2026
100147,1147,Helmet,Sports,78662.59,9.0,15,North,Returned,Customer_192,17-09-2025
100148,1148,Tablet,Electronics,78873.15,6.0,0,East,Pending,Customer_23,27-12-2025
100149,1149,Tennis Racket,Sports,81369.54,3.0,15,South,Pending,Customer_33,14-04-2026
100150,1150,Phone,Electronics,20238.94,4.0,10,West,Returned,Customer_130,07-02-2025
100151,1151,Bed,Furniture,35761.72,1.0,0,East,Returned,Customer_456,14-02-2026
100153,1153,Printer,Electronics,60285.08,3.0,0,East,Cancelled,Customer_157,02-04-2026
100154,1154,Gloves,Sports,42669.0,8.0,10,West,Cancelled,Customer_328,28-02-2025
100155,1155,Printer,Electronics,36394.78,3.0,20,West,Completed,Customer_65,10-03-2025
100156,1156,Cabinet,Furniture,36278.84,10.0,15,East,Cancelled,Customer_228,20-03-2025
100157,1157,Football,Sports,52993.04,7.0,0,North,Pending,Customer_256,15-06-2026
100158,1158,Oil,Groceries,26251.49,5.0,20,East,Returned,Customer_103,06-05-2025
100159,1159,Table,Furniture,45259.06,8.0,10,East,Completed,Customer_282,25-10-2025
100160,1160,Jeans,Clothing,71209.73,3.0,0,South,Pending,Customer_122,21-05-2026
100161,1161,Tablet,Electronics,55446.74,6.0,5,North,Completed,Customer_159,12-02-2026
100162,1162,Tea,Groceries,76939.54,10.0,0,West,Returned,Customer_349,14-06-2026
100163,1163,Jeans,Clothing,87808.22,9.0,5,West,Completed,Customer_426,08-05-2025
100164,1164,Football,Sports,30482.04,3.0,10,East,Completed,Customer_129,21-07-2025
100165,1165,Tennis Racket,Sports,12604.51,5.0,5,South,Pending,Customer_338,12-12-2025
100166,1166,Cricket Bat,Sports,82541.1,1.0,20,East,Pending,Customer_393,03-03-2026
100167,1167,Gloves,Sports,3125.56,9.0,15,South,Returned,Customer_153,10-04-2026
100168,1168,Laptop,Electronics,15892.24,7.0,20,South,Cancelled,Customer_442,23-11-2025
100169,1169,Shirt,Clothing,13163.54,6.0,5,West,Completed,Customer_137,06-04-2026
100170,1170,Desk,Furniture,9771.48,5.0,15,South,Pending,Customer_417,02-12-2025
100171,1171,Gloves,Sports,31340.22,3.0,15,East,Returned,Customer_12,03-04-2025
100172,1172,Coffee,Groceries,96671.99,4.0,10,West,Returned,Customer_147,09-01-2025
100173,1173,Printer,Electronics,13480.1,5.0,10,North,Returned,Customer_27,19-07-2025
100174,1174,Shoes,Clothing,28931.31,7.0,10,North,Pending,Customer_500,10-04-2025
100175,1175,Sugar,Groceries,79510.23,6.0,5,South,Returned,Customer_257,11-02-2025
100176,1176,Laptop,Electronics,13789.93,6.0,5,South,Cancelled,Customer_477,23-11-2025
100178,1178,Jacket,Clothing,67413.26,7.0,0,West,Cancelled,Customer_496,22-08-2025
100179,1179,Smartwatch,Electronics,48096.83,9.0,15,South,Pending,Customer_17,23-04-2025
100180,1180,Chair,Furniture,44159.75,7.0,15,West,Completed,Customer_362,22-05-2025
100181,1181,Football,Sports,56132.59,8.0,5,West,Cancelled,Customer_280,29-12-2025
100182,1182,Shoes,Clothing,48469.59,4.0,10,East,Pending,Customer_354,16-05-2026
100183,1183,Shirt,Clothing,34945.44,5.0,20,West,Returned,Customer_420,20-12-2025
100184,1184,Bed,Furniture,4302.44,2.0,10,West,Pending,Customer_104,05-10-2025
100185,1185,Gloves,Sports,27234.98,2.0,5,North,Pending,Customer_327,27-08-2025
100186,1186,Mouse,Electronics,41388.81,8.0,0,South,Returned,Customer_335,03-05-2026
100187,1187,Bread,Groceries,75615.51,5.0,0,South,Completed,Customer_468,29-06-2025
100188,1188,Milk,Groceries,93398.87,1.0,15,South,Cancelled,Customer_449,08-02-2025
100189,1189,Phone,Electronics,56839.39,2.0,15,West,Pending,Customer_436,01-06-2026
100190,1190,Eggs,Groceries,19361.86,2.0,10,South,Completed,Customer_378,12-12-2025
100191,1191,Shoes,Clothing,67472.67,4.0,15,West,Cancelled,Customer_45,15-02-2026
100192,1192,Keyboard,Electronics,98170.35,8.0,10,West,Pending,Customer_229,01-10-2025
100193,1193,Jacket,Clothing,,10.0,5,North,Completed,Customer_239,11-11-2025
100194,1194,Shelf,Furniture,68638.75,5.0,10,East,Pending,Customer_113,17-05-2025
100195,1195,Milk,Groceries,45552.37,10.0,15,South,Pending,Customer_349,25-03-2025
100196,1196,Badminton Racket,Sports,52864.5,6.0,0,South,Pending,Customer_85,02-12-2025
100197,1197,Badminton Racket,Sports,11712.38,4.0,20,West,Completed,Customer_233,16-05-2025
100198,1198,Badminton Racket,Sports,45734.17,1.0,10,North,Returned,Customer_131,04-01-2025
100199,1199,Table,Furniture,4624.45,6.0,0,North,Returned,Customer_17,21-10-2025
100200,1200,Milk,Groceries,76920.31,7.0,15,West,Returned,Customer_42,17-05-2025
100201,1201,T-Shirt,Clothing,17929.52,9.0,5,North,Completed,Customer_153,20-04-2026
100202,1202,Badminton Racket,Sports,53240.17,4.0,10,South,Completed,Customer_17,06-03-2026
100203,1203,Cricket Bat,Sports,24142.56,2.0,20,North,Pending,Customer_380,15-02-2025
100204,1204,Coffee,Groceries,23510.49,4.0,5,East,Pending,Customer_418,23-11-2025
100205,1205,Helmet,Sports,77276.57,6.0,20,South,Returned,Customer_154,09-10-2025
100206,1206,Speaker,Electronics,94857.17,3.0,15,North,Cancelled,Customer_483,26-01-2026
100207,1207,Tennis Racket,Sports,69661.21,7.0,20,West,Pending,Customer_435,19-08-2025
100208,1208,Hoodie,Clothing,14520.74,8.0,15,South,Returned,Customer_125,19-09-2025
100209,1209,Cabinet,Furniture,64705.91,8.0,5,North,Cancelled,Customer_194,10-02-2025
100210,1210,Monitor,Electronics,80484.6,10.0,15,South,Cancelled,Customer_156,16-01-2025
100211,1211,Sofa,Furniture,96211.55,2.0,5,South,Returned,Customer_469,03-09-2025
100212,1212,Tennis Racket,Sports,77573.84,7.0,10,East,Cancelled,Customer_263,25-05-2026
100213,1213,Oil,Groceries,80301.38,8.0,5,East,Cancelled,Customer_212,16-02-2025
100214,1214,Football,Sports,74151.11,1.0,20,West,Cancelled,Customer_79,20-07-2025
100215,1215,Jeans,Clothing,38045.99,4.0,10,East,Returned,Customer_495,18-05-2026
100216,1216,Milk,Groceries,73303.95,6.0,15,South,Completed,Customer_269,04-02-2025
100217,1217,Laptop,Electronics,76457.45,7.0,0,South,Completed,Customer_112,02-06-2026
100218,1218,Sugar,Groceries,6138.97,10.0,0,North,Returned,Customer_7,18-01-2025
100219,1219,Gloves,Sports,,5.0,15,South,Completed,Customer_471,09-04-2025
100220,1220,Football,Sports,24172.79,10.0,10,West,Completed,Customer_192,20-02-2026
100221,1221,Bread,Groceries,99024.28,4.0,0,North,Completed,Customer_208,24-01-2026
100222,1222,Coffee,Groceries,5705.88,1.0,15,East,Completed,Customer_459,25-06-2026
100223,1223,Monitor,Electronics,21220.56,10.0,0,East,Completed,Customer_92,19-11-2025
100224,1224,Monitor,Electronics,58744.91,7.0,20,South,Returned,Customer_347,06-12-2025
100225,1225,Milk,Groceries,79070.76,2.0,0,North,Returned,Customer_119,19-03-2025
100226,1226,Shoes,Clothing,76923.66,10.0,0,East,Returned,Customer_252,22-08-2025
100227,1227,Shoes,Clothing,94120.17,7.0,15,North,Cancelled,Customer_409,10-09-2025
100228,1228,Mouse,Electronics,26870.41,7.0,15,East,Cancelled,Customer_55,04-04-2025
100229,1229,Phone,Electronics,44529.11,5.0,15,West,Returned,Customer_53,27-01-2025
100230,1230,Tablet,Electronics,55466.56,10.0,15,North,Cancelled,Customer_212,02-02-2026
100231,1231,Speaker,Electronics,90530.24,4.0,15,South,Pending,Customer_138,05-11-2025
100232,1232,Shirt,Clothing,14678.89,3.0,15,North,Cancelled,Customer_129,10-09-2025
100233,1233,Bread,Groceries,45840.38,3.0,10,West,Cancelled,Customer_226,09-12-2025
100234,1234,Milk,Groceries,30113.48,10.0,10,South,Returned,Customer_496,23-11-2025
100235,1235,Hoodie,Clothing,69526.28,8.0,10,West,Cancelled,Customer_419,07-02-2026
100236,1236,T-Shirt,Clothing,93213.51,4.0,20,North,Returned,Customer_483,03-08-2025
100237,1237,Eggs,Groceries,83145.05,2.0,15,West,Pending,Customer_325,07-11-2025
100238,1238,Bed,Furniture,65900.43,7.0,20,West,Returned,Customer_274,03-06-2026
100239,1239,Rice,Groceries,79093.02,6.0,20,North,Completed,Customer_394,12-09-2025
100240,1240,Jeans,Clothing,64735.28,1.0,15,East,Returned,Customer_55,11-01-2025
100241,1241,Phone,Electronics,22277.91,9.0,5,West,Cancelled,Customer_201,20-04-2026
100242,1242,Gloves,Sports,50096.53,6.0,10,West,Completed,Customer_60,26-05-2025
100243,1243,Jacket,Clothing,34372.36,4.0,0,West,Returned,Customer_164,10-03-2025
100244,1244,T-Shirt,Clothing,81037.58,2.0,0,South,Pending,Customer_265,28-06-2025
100245,1245,Football,Sports,33165.87,7.0,15,South,Pending,Customer_328,19-03-2026
100246,1246,Rice,Groceries,73765.1,4.0,0,South,Pending,Customer_143,06-03-2025
100247,1247,Cricket Bat,Sports,79970.29,9.0,15,North,Cancelled,Customer_344,17-05-2026
100248,1248,Gloves,Sports,31409.07,7.0,10,East,Returned,Customer_317,26-06-2025
100249,1249,Shoes,Clothing,59057.82,3.0,0,South,Cancelled,Customer_356,25-05-2025
100250,1250,Badminton Racket,Sports,41882.09,3.0,15,South,Pending,Customer_251,23-10-2025
100251,1251,Desk,Furniture,31526.54,8.0,0,West,Pending,Customer_100,29-01-2026
100252,1252,Helmet,Sports,65341.67,7.0,15,West,Pending,Customer_43,01-02-2025
100253,1253,Bed,Furniture,3366.24,4.0,15,West,Completed,Customer_294,27-04-2025
100254,1254,Shoes,Clothing,82345.95,6.0,15,South,Returned,Customer_53,11-09-2025
100255,1255,T-Shirt,Clothing,45028.26,6.0,0,South,Pending,Customer_416,26-12-2025
100256,1256,Gloves,Sports,42873.89,10.0,5,North,Cancelled,Customer_273,15-10-2025
100257,1257,Helmet,Sports,16920.9,5.0,20,North,Pending,Customer_493,26-02-2026
100258,1258,Phone,Electronics,86718.05,3.0,5,East,Pending,Customer_390,07-02-2026
100259,1259,Milk,Groceries,57784.81,5.0,0,North,Returned,Customer_264,12-10-2025
100260,1260,Shirt,Clothing,95030.38,6.0,0,West,Cancelled,Customer_436,06-03-2025
100261,1261,Badminton Racket,Sports,21861.21,7.0,10,East,Cancelled,Customer_281,14-05-2025
100262,1262,Badminton Racket,Sports,78851.53,1.0,15,North,Completed,Customer_476,11-06-2025
100263,1263,Coffee,Groceries,167.53,7.0,5,East,Pending,Customer_448,08-10-2025
100264,1264,Tablet,Electronics,25113.89,6.0,0,West,Cancelled,Customer_372,28-08-2025
100265,1265,Oil,Groceries,70399.43,1.0,20,South,Returned,Customer_5,09-01-2025
100266,1266,T-Shirt,Clothing,98816.68,7.0,5,West,Completed,Customer_375,15-04-2025
100267,1267,Tablet,Electronics,36819.41,5.0,5,South,Completed,Customer_272,09-01-2025
100268,1268,Gloves,Sports,16495.24,6.0,5,West,Returned,Customer_441,11-08-2025
100269,1269,Mouse,Electronics,14087.31,2.0,15,East,Pending,Customer_127,11-10-2025
100270,1270,Monitor,Electronics,55384.32,10.0,0,East,Pending,Customer_266,06-06-2026
100271,1271,Shelf,Furniture,29624.65,1.0,5,West,Returned,Customer_58,04-09-2025
100272,1272,Oil,Groceries,52875.82,1.0,5,West,Returned,Customer_188,26-06-2025
100273,1273,Oil,Groceries,,2.0,0,West,Cancelled,Customer_322,29-05-2026
100274,1274,Tea,Groceries,70210.88,2.0,5,East,Completed,Customer_159,22-03-2025
100275,1275,Football,Sports,97433.91,3.0,0,East,Returned,Customer_374,02-09-2025
100276,1276,Monitor,Electronics,8712.66,7.0,0,East,Pending,Customer_62,13-01-2025
100277,1277,Chair,Furniture,16466.88,6.0,10,South,Cancelled,Customer_65,03-10-2025
100278,1278,Laptop,Electronics,33567.6,7.0,20,North,Returned,Customer_234,08-06-2026
100279,1279,T-Shirt,Clothing,50011.04,10.0,0,North,Pending,Customer_380,06-06-2026
100280,1280,Laptop,Electronics,85883.03,1.0,15,South,Pending,Customer_477,06-02-2025
100281,1281,Gloves,Sports,74092.52,7.0,10,East,Completed,Customer_293,17-01-2026
100282,1282,Speaker,Electronics,67365.24,1.0,0,West,Completed,Customer_450,22-04-2026
100283,1283,Jacket,Clothing,32797.36,9.0,10,East,Pending,Customer_238,13-01-2026
100284,1284,Badminton Racket,Sports,99778.93,4.0,5,South,Completed,Customer_478,24-02-2026
100285,1285,Monitor,Electronics,54200.37,,15,East,Completed,Customer_106,01-09-2025
100286,1286,Coffee,Groceries,96122.39,3.0,5,West,Cancelled,Customer_235,28-03-2025
100287,1287,Cricket Bat,Sports,50592.23,7.0,15,South,Pending,Customer_150,25-09-2025
100288,1288,Shirt,Clothing,70102.49,6.0,0,South,Pending,Customer_400,22-04-2025
100289,1289,Table,Furniture,16521.06,8.0,10,South,Returned,Customer_158,20-04-2026
100290,1290,T-Shirt,Clothing,9133.05,5.0,0,South,Cancelled,Customer_76,04-04-2025
100291,1291,Cabinet,Furniture,39684.82,1.0,5,North,Returned,Customer_438,09-04-2026
100292,1292,Gloves,Sports,55057.08,2.0,5,North,Completed,Customer_32,16-08-2025
100293,1293,Sofa,Furniture,82384.97,6.0,0,East,Completed,Customer_12,08-03-2025
100294,1294,Stool,Furniture,80948.94,2.0,10,North,Completed,Customer_483,18-04-2026
100295,1295,Keyboard,Electronics,92420.76,7.0,0,West,Returned,Customer_89,29-12-2025
100296,1296,Desk,Furniture,27570.68,8.0,20,South,Cancelled,Customer_256,26-02-2026
100297,1297,Badminton Racket,Sports,6191.81,5.0,20,South,Completed,Customer_196,03-01-2026
100298,1298,Coffee,Groceries,34469.01,10.0,5,North,Cancelled,Customer_306,13-08-2025
100299,1299,Phone,Electronics,5953.26,8.0,5,South,Completed,Customer_127,04-09-2025
100300,1300,Shoes,Clothing,81646.89,1.0,20,West,Cancelled,Customer_479,27-06-2025
100301,1301,Sofa,Furniture,59292.7,6.0,10,South,Pending,Customer_429,20-05-2026
100302,1302,Tennis Racket,Sports,17638.12,1.0,5,North,Returned,Customer_1,06-12-2025
100303,1303,Football,Sports,80663.9,6.0,10,North,Completed,Customer_76,26-05-2025
100304,1304,Speaker,Electronics,86080.88,2.0,15,North,Cancelled,Customer_155,27-11-2025
100305,1305,Desk,Furniture,73261.97,7.0,10,South,Cancelled,Customer_115,29-06-2025
