customer_id,total_value,quartile,quartile_label
C00376,3619941.85,1,Platinum
C00165,3574972.69,1,Platinum
C00330,3541150.87,1,Platinum
C00579,3535128.56,1,Platinum
C00205,3530649.67,1,Platinum
C00067,3527281.76,1,Platinum
C00394,3522639.0,1,Platinum
C00436,3516257.06,1,Platinum
C00108,3403823.93,1,Platinum
C00599,3393316.65,1,Platinum
C00388,3366678.13,1,Platinum
C00340,3266657.69,1,Platinum
C00462,3258636.0,1,Platinum
C00298,3226839.8,1,Platinum
C00142,3201629.14,1,Platinum
C00304,3180952.51,1,Platinum
C00493,3176577.15,1,Platinum
C00128,3127967.73,1,Platinum
C00299,3097312.14,1,Platinum
C00321,3081549.63,1,Platinum
C00517,3075553.01,1,Platinum
C00596,3063832.78,1,Platinum
C00156,3045299.84,1,Platinum
C00194,3042604.37,1,Platinum
C00484,2993739.92,1,Platinum
C00329,2993355.42,1,Platinum
C00319,2982855.86,1,Platinum
C00004,2982799.2,1,Platinum
C00169,2977214.25,2,Gold
C00172,2958200.67,2,Gold
C00586,2948347.22,2,Gold
C00005,2927310.36,2,Gold
C00379,2915435.83,2,Gold
C00439,2901542.31,2,Gold
C00383,2877778.57,2,Gold
C00267,2843783.8,2,Gold
C00197,2842044.81,2,Gold
C00470,2840386.97,2,Gold
C00245,2796169.03,2,Gold
C00352,2795948.23,2,Gold
C00123,2790730.49,2,Gold
C00122,2789634.77,2,Gold
C00286,2782261.73,2,Gold
C00460,2747598.25,2,Gold
C00589,2743775.07,2,Gold
C00261,2733657.85,2,Gold
C00046,2733322.85,2,Gold
C00102,2723406.92,2,Gold
C00426,2711407.03,2,Gold
C00183,2679951.59,2,Gold
C00449,2660926.72,2,Gold
C00236,2600459.64,2,Gold
C00233,2578970.49,2,Gold
C00288,2551065.55,2,Gold
C00230,2546778.6,2,Gold
C00296,2538278.27,2,Gold
C00574,2520241.26,2,Gold
C00159,2516342.63,2,Gold
C00266,2433086.91,2,Gold
C00086,2401779.61,2,Gold
C00410,2399033.36,2,Gold
C00088,2389221.35,2,Gold
C00153,2389201.69,2,Gold
C00007,2367081.13,2,Gold
C00475,2363875.4,2,Gold
C00356,2342181.47,2,Gold
C00325,2329777.0,2,Gold
C00274,2294438.53,2,Gold
C00434,2285002.95,2,Gold
C00069,2271984.45,2,Gold
C00343,2269180.92,2,Gold
C00119,2233744.11,2,Gold
C00104,2226158.08,2,Gold
C00105,2221249.37,2,Gold
C00547,2217624.95,2,Gold
C00095,2215194.5,2,Gold
C00417,2209954.39,2,Gold
C00339,2203796.47,2,Gold
C00537,2184841.3,2,Gold
C00120,2169497.51,2,Gold
C00151,2160853.65,2,Gold
C00163,2159875.15,2,Gold
C00295,2158549.55,2,Gold
C00355,2157407.26,2,Gold
C00068,2156449.38,2,Gold
C00486,2154069.35,2,Gold
C00202,2146920.95,2,Gold
C00201,2136117.86,2,Gold
C00042,2130530.29,2,Gold
C00375,2110632.42,2,Gold
C00401,2110176.15,2,Gold
C00276,2109645.59,2,Gold
C00590,2078173.42,2,Gold
C00053,2067342.56,2,Gold
C00521,2065467.21,2,Gold
C00472,2039817.65,2,Gold
C00598,2000694.81,2,Gold
C00029,1993683.48,2,Gold
C00247,1990882.37,2,Gold
C00239,1987792.33,2,Gold
C00190,1983392.18,2,Gold
C00113,1973319.69,2,Gold
C00511,1951215.08,2,Gold
C00442,1938087.36,2,Gold
C00406,1931940.29,2,Gold
C00557,1931590.29,2,Gold
C00549,1929126.94,2,Gold
C00346,1912826.38,2,Gold
C00297,1909191.33,2,Gold
C00446,1897348.16,2,Gold
C00354,1883101.76,2,Gold
C00224,1873687.96,2,Gold
C00281,1858683.78,2,Gold
C00524,1857907.44,2,Gold
C00540,1812966.41,2,Gold
C00331,1805911.91,2,Gold
C00273,1805809.28,2,Gold
C00207,1801027.38,2,Gold
C00243,1788341.3,2,Gold
C00353,1781324.06,2,Gold
C00149,1743657.52,2,Gold
C00482,1706716.64,2,Gold
C00584,1705923.91,2,Gold
C00036,1702064.13,2,Gold
C00118,1693462.55,2,Gold
C00223,1691252.97,2,Gold
C00487,1677766.68,2,Gold
C00010,1677276.93,2,Gold
C00061,1668164.65,2,Gold
C00209,1664516.02,2,Gold
C00231,1662637.33,2,Gold
C00220,1653682.9,2,Gold
C00097,1647745.1,2,Gold
C00348,1626757.66,2,Gold
C00214,1626659.17,2,Gold
C00252,1593983.71,2,Gold
C00358,1572616.03,2,Gold
C00505,1571399.39,2,Gold
C00385,1561218.1,2,Gold
C00033,1540081.34,2,Gold
C00510,1536548.99,2,Gold
C00593,1532073.84,2,Gold
C00372,1530271.47,2,Gold
C00019,1520040.45,2,Gold
C00221,1512989.24,2,Gold
C00112,1503975.66,2,Gold
C00280,1502458.36,2,Gold
C00575,1491069.45,2,Gold
C00344,1480005.02,2,Gold
C00515,1479481.12,2,Gold
C00196,1479311.04,2,Gold
C00257,1478954.71,2,Gold
C00572,1445078.1,2,Gold
C00409,1437477.59,2,Gold
C00501,1431111.8,2,Gold
C00160,1416247.25,2,Gold
C00465,1412738.48,2,Gold
C00497,1411579.26,2,Gold
C00006,1403797.69,2,Gold
C00259,1403671.55,2,Gold
C00428,1388548.39,2,Gold
C00411,1377827.6,2,Gold
C00143,1373835.46,2,Gold
C00062,1372256.89,2,Gold
C00037,1360729.64,2,Gold
C00127,1344332.4,2,Gold
C00058,1342340.44,2,Gold
C00026,1329917.93,2,Gold
C00588,1306045.13,2,Gold
C00164,1297736.75,2,Gold
C00429,1291078.82,2,Gold
C00558,1281620.75,2,Gold
C00532,1276458.22,2,Gold
C00025,1271509.61,2,Gold
C00199,1268669.34,2,Gold
C00400,1265041.85,2,Gold
C00087,1255762.24,2,Gold
C00587,1255699.98,2,Gold
C00546,1240093.01,3,Silver
C00313,1228890.63,3,Silver
C00324,1223492.61,3,Silver
C00043,1221075.72,3,Silver
C00146,1212034.7,3,Silver
C00378,1185118.46,3,Silver
C00287,1182629.88,3,Silver
C00090,1181356.72,3,Silver
C00489,1175593.97,3,Silver
C00380,1157813.73,3,Silver
C00076,1140664.24,3,Silver
C00219,1138938.92,3,Silver
C00552,1128203.51,3,Silver
C00066,1115442.83,3,Silver
C00167,1110730.23,3,Silver
C00126,1106624.62,3,Silver
C00507,1104495.3,3,Silver
C00389,1098098.8,3,Silver
C00270,1088990.28,3,Silver
C00008,1075118.24,3,Silver
C00064,1073019.89,3,Silver
C00222,1065459.14,3,Silver
C00559,1057584.41,3,Silver
C00360,1056342.21,3,Silver
C00109,1052018.57,3,Silver
C00520,1051941.94,3,Silver
C00473,1047753.47,3,Silver
C00479,1047555.7,3,Silver
C00539,1043228.24,3,Silver
C00136,1040532.78,3,Silver
C00300,1029897.7,3,Silver
C00039,1011531.2,3,Silver
C00485,1002309.27,3,Silver
C00189,987115.49,3,Silver
C00467,984953.9,3,Silver
C00308,967266.67,3,Silver
C00431,962758.15,3,Silver
C00269,959626.46,3,Silver
C00531,959009.16,3,Silver
C00503,950674.53,3,Silver
C00115,939289.73,3,Silver
C00573,934979.29,3,Silver
C00398,932668.22,3,Silver
C00171,930350.01,3,Silver
C00093,930148.37,3,Silver
C00057,916753.66,3,Silver
C00316,911168.96,3,Silver
C00594,902854.39,3,Silver
C00211,902273.17,3,Silver
C00016,897594.41,3,Silver
C00335,894525.36,3,Silver
C00580,892027.52,3,Silver
C00571,887055.4,3,Silver
C00050,879654.85,3,Silver
C00423,873975.21,3,Silver
C00242,870439.03,3,Silver
C00397,869800.23,3,Silver
C00476,861251.87,3,Silver
C00098,850551.35,3,Silver
C00386,841056.37,3,Silver
C00204,841012.46,3,Silver
C00182,832501.43,3,Silver
C00435,818085.31,3,Silver
C00226,803177.87,3,Silver
C00556,796986.55,3,Silver
C00017,796689.03,3,Silver
C00371,796677.76,3,Silver
C00246,792962.95,3,Silver
C00072,790766.46,3,Silver
C00145,786087.04,3,Silver
C00518,765814.42,3,Silver
C00477,764876.23,3,Silver
C00175,764435.96,3,Silver
C00526,761071.11,3,Silver
C00496,756447.78,3,Silver
C00318,755273.31,3,Silver
C00147,747977.11,3,Silver
C00254,747445.95,3,Silver
C00155,744904.03,3,Silver
C00418,742078.39,3,Silver
C00345,738921.1,3,Silver
C00363,730282.19,3,Silver
C00289,729771.42,3,Silver
C00432,721257.03,3,Silver
C00600,700189.33,3,Silver
C00405,693940.71,3,Silver
C00038,692325.68,3,Silver
C00408,692165.38,3,Silver
C00040,689874.89,3,Silver
C00191,678865.76,3,Silver
C00137,675976.53,3,Silver
C00176,666631.94,3,Silver
C00249,663730.76,3,Silver
C00480,647500.57,3,Silver
C00065,646209.97,3,Silver
C00322,642487.64,3,Silver
C00303,633750.32,3,Silver
C00369,630644.48,3,Silver
C00500,626753.58,3,Silver
C00188,624987.09,3,Silver
C00307,623842.99,3,Silver
C00140,603451.0,3,Silver
C00585,601251.16,3,Silver
C00031,597022.3,3,Silver
C00251,588502.88,3,Silver
C00415,580137.48,3,Silver
C00011,563041.43,3,Silver
C00138,560800.68,3,Silver
C00595,552843.96,3,Silver
C00422,552179.7,3,Silver
C00581,550864.78,3,Silver
C00225,549820.11,3,Silver
C00083,549760.61,3,Silver
C00099,549437.74,3,Silver
C00124,547411.71,3,Silver
C00184,540196.51,3,Silver
C00377,533227.29,3,Silver
C00130,530231.12,3,Silver
C00012,529095.36,3,Silver
C00051,520041.92,3,Silver
C00045,517198.53,3,Silver
C00456,512947.31,3,Silver
C00425,512739.34,3,Silver
C00208,511555.01,3,Silver
C00374,511448.43,3,Silver
C00347,509958.18,3,Silver
C00212,506309.12,3,Silver
C00512,505863.71,3,Silver
C00125,501649.3,3,Silver
C00529,497773.96,3,Silver
C00291,497622.33,3,Silver
C00293,494450.46,3,Silver
C00565,491084.61,3,Silver
C00041,490070.17,3,Silver
C00166,485010.42,3,Silver
C00229,484438.85,3,Silver
C00373,481264.9,3,Silver
C00139,473799.57,3,Silver
C00292,472560.17,3,Silver
C00174,472522.43,3,Silver
C00044,471396.14,3,Silver
C00013,471158.19,3,Silver
C00338,468613.06,3,Silver
C00001,458354.25,3,Silver
C00490,458099.47,3,Silver
C00002,455245.61,3,Silver
C00075,448550.78,3,Silver
C00309,447655.71,3,Silver
C00578,446338.33,3,Silver
C00538,440262.31,3,Silver
C00516,434131.9,4,Bronze
C00404,402413.74,4,Bronze
C00032,401381.85,4,Bronze
C00148,400816.46,4,Bronze
C00399,399268.3,4,Bronze
C00349,399185.58,4,Bronze
C00450,394886.45,4,Bronze
C00218,392839.31,4,Bronze
C00003,392722.45,4,Bronze
C00262,385443.57,4,Bronze
C00454,384297.62,4,Bronze
C00570,383672.06,4,Bronze
C00060,383550.33,4,Bronze
C00591,383194.54,4,Bronze
C00548,378196.31,4,Bronze
C00421,375073.71,4,Bronze
C00419,373954.73,4,Bronze
C00359,370117.39,4,Bronze
C00508,367537.79,4,Bronze
C00192,367097.48,4,Bronze
C00367,363368.56,4,Bronze
C00275,362728.28,4,Bronze
C00306,360680.43,4,Bronze
C00566,356793.72,4,Bronze
C00528,346806.23,4,Bronze
C00445,338359.77,4,Bronze
C00499,337877.86,4,Bronze
C00084,337309.71,4,Bronze
C00554,333952.28,4,Bronze
C00047,328533.37,4,Bronze
C00332,323052.99,4,Bronze
C00133,322981.36,4,Bronze
C00073,321616.46,4,Bronze
C00213,320381.6,4,Bronze
C00433,315910.47,4,Bronze
C00235,314062.97,4,Bronze
C00368,313023.54,4,Bronze
C00551,310806.06,4,Bronze
C00461,304678.87,4,Bronze
C00522,304249.55,4,Bronze
C00210,298877.33,4,Bronze
C00427,295126.19,4,Bronze
C00107,294357.88,4,Bronze
C00173,291900.87,4,Bronze
C00541,280620.9,4,Bronze
C00452,274895.83,4,Bronze
C00350,274664.77,4,Bronze
C00494,270490.56,4,Bronze
C00301,267704.91,4,Bronze
C00089,267234.65,4,Bronze
C00315,259738.58,4,Bronze
C00468,259265.44,4,Bronze
C00564,257936.1,4,Bronze
C00302,256436.82,4,Bronze
C00333,252651.43,4,Bronze
C00534,251459.64,4,Bronze
C00015,244536.28,4,Bronze
C00085,235598.59,4,Bronze
C00092,234208.74,4,Bronze
C00455,232988.54,4,Bronze
C00459,230729.04,4,Bronze
C00150,225403.56,4,Bronze
C00170,224039.57,4,Bronze
C00365,216861.81,4,Bronze
C00582,216277.27,4,Bronze
C00284,210809.76,4,Bronze
C00563,210443.95,4,Bronze
C00237,207005.63,4,Bronze
C00453,203233.21,4,Bronze
C00141,200182.25,4,Bronze
C00342,196678.37,4,Bronze
C00320,196363.74,4,Bronze
C00195,190718.65,4,Bronze
C00179,189922.09,4,Bronze
C00294,187982.0,4,Bronze
C00152,186854.5,4,Bronze
C00256,184373.01,4,Bronze
C00334,184312.45,4,Bronze
C00542,183866.68,4,Bronze
C00135,181373.98,4,Bronze
C00597,177526.45,4,Bronze
C00260,175339.86,4,Bronze
C00384,165700.71,4,Bronze
C00514,159891.46,4,Bronze
C00504,158548.53,4,Bronze
C00022,156600.69,4,Bronze
C00391,146173.36,4,Bronze
C00162,140663.12,4,Bronze
C00326,138806.13,4,Bronze
C00101,134767.81,4,Bronze
C00555,129679.67,4,Bronze
C00506,127654.64,4,Bronze
C00447,125962.13,4,Bronze
C00241,125420.62,4,Bronze
C00144,123829.37,4,Bronze
C00407,121711.43,4,Bronze
C00116,112087.38,4,Bronze
C00187,109445.16,4,Bronze
C00023,106125.12,4,Bronze
C00478,103850.09,4,Bronze
C00381,101341.67,4,Bronze
C00081,101333.59,4,Bronze
C00523,98562.21,4,Bronze
C00285,96922.31,4,Bronze
C00028,95830.43,4,Bronze
C00100,93811.85,4,Bronze
C00056,92949.6,4,Bronze
C00277,84822.55,4,Bronze
C00161,82668.84,4,Bronze
C00466,81015.52,4,Bronze
C00154,79438.64,4,Bronze
C00279,74958.75,4,Bronze
C00550,71878.28,4,Bronze
C00370,71173.09,4,Bronze
C00495,68542.57,4,Bronze
C00180,63303.45,4,Bronze
C00592,62473.94,4,Bronze
C00312,61568.86,4,Bronze
C00234,58557.44,4,Bronze
C00402,56714.8,4,Bronze
C00323,56703.83,4,Bronze
C00282,56575.19,4,Bronze
C00091,51818.24,4,Bronze
C00474,42221.97,4,Bronze
C00544,39659.61,4,Bronze
C00314,37785.89,4,Bronze
C00049,36816.07,4,Bronze
C00059,36269.9,4,Bronze
C00492,34487.4,4,Bronze
C00337,32267.54,4,Bronze
C00525,31691.27,4,Bronze
C00530,31468.81,4,Bronze
C00193,30988.38,4,Bronze
C00569,22766.57,4,Bronze
C00438,17931.52,4,Bronze
C00129,17810.51,4,Bronze
C00416,17438.8,4,Bronze
C00272,16401.19,4,Bronze
C00255,14842.38,4,Bronze
C00250,14791.33,4,Bronze
C00440,12443.43,4,Bronze
C00132,11969.95,4,Bronze
C00366,6466.16,4,Bronze
C00071,3496.88,4,Bronze
C00527,2295.34,4,Bronze
C00030,1976.17,4,Bronze
C00509,1818.72,4,Bronze
C00341,1438.31,4,Bronze
C00533,1107.2,4,Bronze
C00545,43.5,4,Bronze
