customer_id,order_date,previous_order_date,days_gap,average_gap,customer_status
C00000,2024-10-06,2024-10-06,0.0,3.59,Active
C00000,2024-10-06,2024-10-06,0.0,3.59,Active
C00000,2024-10-07,2024-10-06,1.0,3.59,Active
C00000,2024-10-10,2024-10-07,3.0,3.59,Active
C00000,2024-10-11,2024-10-10,1.0,3.59,Active
C00000,2024-10-14,2024-10-11,3.0,3.59,Active
C00000,2024-10-15,2024-10-14,1.0,3.59,Active
C00000,2024-10-16,2024-10-15,1.0,3.59,Active
C00000,2024-10-16,2024-10-16,0.0,3.59,Active
C00000,2024-10-17,2024-10-16,1.0,3.59,Active
C00000,2024-10-18,2024-10-17,1.0,3.59,Active
C00000,2024-10-18,2024-10-18,0.0,3.59,Active
C00000,2024-10-19,2024-10-18,1.0,3.59,Active
C00000,2024-10-19,2024-10-19,0.0,3.59,Active
C00000,2024-10-19,2024-10-19,0.0,3.59,Active
C00000,2024-10-19,2024-10-19,0.0,3.59,Active
C00000,2024-10-19,2024-10-19,0.0,3.59,Active
C00000,2024-10-20,2024-10-19,1.0,3.59,Active
C00000,2024-10-21,2024-10-20,1.0,3.59,Active
C00000,2024-10-23,2024-10-21,2.0,3.59,Active
C00000,2024-10-25,2024-10-23,2.0,3.59,Active
C00000,2024-10-26,2024-10-25,1.0,3.59,Active
C00000,2024-10-26,2024-10-26,0.0,3.59,Active
C00000,2024-10-26,2024-10-26,0.0,3.59,Active
C00000,2024-10-28,2024-10-26,2.0,3.59,Active
C00000,2024-11-01,2024-10-28,4.0,3.59,Active
C00000,2024-11-01,2024-11-01,0.0,3.59,Active
C00000,2024-11-03,2024-11-01,2.0,3.59,Active
C00000,2024-11-08,2024-11-03,5.0,3.59,Active
C00000,2024-11-09,2024-11-08,1.0,3.59,Active
C00000,2024-11-09,2024-11-09,0.0,3.59,Active
C00000,2024-11-12,2024-11-09,3.0,3.59,Active
C00000,2024-11-12,2024-11-12,0.0,3.59,Active
C00000,2024-11-13,2024-11-12,1.0,3.59,Active
C00000,2024-11-13,2024-11-13,0.0,3.59,Active
C00000,2024-11-14,2024-11-13,1.0,3.59,Active
C00000,2024-11-17,2024-11-14,3.0,3.59,Active
C00000,2024-11-17,2024-11-17,0.0,3.59,Active
C00000,2024-11-18,2024-11-17,1.0,3.59,Active
C00000,2024-11-20,2024-11-18,2.0,3.59,Active
C00000,2024-11-21,2024-11-20,1.0,3.59,Active
C00000,2024-11-22,2024-11-21,1.0,3.59,Active
C00000,2024-11-22,2024-11-22,0.0,3.59,Active
C00000,2024-11-23,2024-11-22,1.0,3.59,Active
C00000,2024-11-23,2024-11-23,0.0,3.59,Active
C00000,2024-11-24,2024-11-23,1.0,3.59,Active
C00000,2024-11-25,2024-11-24,1.0,3.59,Active
C00000,2024-11-26,2024-11-25,1.0,3.59,Active
C00000,2024-11-26,2024-11-26,0.0,3.59,Active
C00000,2024-11-27,2024-11-26,1.0,3.59,Active
C00000,2024-11-27,2024-11-27,0.0,3.59,Active
C00000,2024-11-30,2024-11-27,3.0,3.59,Active
C00000,2024-12-01,2024-11-30,1.0,3.59,Active
C00000,2024-12-02,2024-12-01,1.0,3.59,Active
C00000,2024-12-02,2024-12-02,0.0,3.59,Active
C00000,2024-12-04,2024-12-02,2.0,3.59,Active
C00000,2024-12-04,2024-12-04,0.0,3.59,Active
C00000,2024-12-06,2024-12-04,2.0,3.59,Active
C00000,2024-12-07,2024-12-06,1.0,3.59,Active
C00000,2024-12-08,2024-12-07,1.0,3.59,Active
C00000,2024-12-12,2024-12-08,4.0,3.59,Active
C00000,2024-12-13,2024-12-12,1.0,3.59,Active
C00000,2024-12-15,2024-12-13,2.0,3.59,Active
C00000,2024-12-16,2024-12-15,1.0,3.59,Active
C00000,2024-12-18,2024-12-16,2.0,3.59,Active
C00000,2024-12-19,2024-12-18,1.0,3.59,Active
C00000,2024-12-21,2024-12-19,2.0,3.59,Active
C00000,2024-12-21,2024-12-21,0.0,3.59,Active
C00000,2024-12-21,2024-12-21,0.0,3.59,Active
C00000,2024-12-23,2024-12-21,2.0,3.59,Active
C00000,2024-12-23,2024-12-23,0.0,3.59,Active
C00000,2024-12-27,2024-12-23,4.0,3.59,Active
C00000,2024-12-27,2024-12-27,0.0,3.59,Active
C00000,2024-12-28,2024-12-27,1.0,3.59,Active
C00000,2024-12-29,2024-12-28,1.0,3.59,Active
C00000,2025-01-18,2024-12-29,20.0,3.59,Active
C00000,2025-01-19,2025-01-18,1.0,3.59,Active
C00000,2025-01-21,2025-01-19,2.0,3.59,Active
C00000,2025-01-24,2025-01-21,3.0,3.59,Active
C00000,2025-01-26,2025-01-24,2.0,3.59,Active
C00000,2025-01-30,2025-01-26,4.0,3.59,Active
C00000,2025-02-04,2025-01-30,5.0,3.59,Active
C00000,2025-02-07,2025-02-04,3.0,3.59,Active
C00000,2025-02-13,2025-02-07,6.0,3.59,Active
C00000,2025-02-14,2025-02-13,1.0,3.59,Active
C00000,2025-03-01,2025-02-14,15.0,3.59,Active
C00000,2025-03-02,2025-03-01,1.0,3.59,Active
C00000,2025-03-08,2025-03-02,6.0,3.59,Active
C00000,2025-03-10,2025-03-08,2.0,3.59,Active
C00000,2025-03-15,2025-03-10,5.0,3.59,Active
C00000,2025-03-25,2025-03-15,10.0,3.59,Active
C00000,2025-04-07,2025-03-25,13.0,3.59,Active
C00000,2025-04-18,2025-04-07,11.0,3.59,Active
C00000,2025-04-29,2025-04-18,11.0,3.59,Active
C00000,2025-05-01,2025-04-29,2.0,3.59,Active
C00000,2025-05-04,2025-05-01,3.0,3.59,Active
C00000,2025-05-06,2025-05-04,2.0,3.59,Active
C00000,2025-05-13,2025-05-06,7.0,3.59,Active
C00000,2025-05-17,2025-05-13,4.0,3.59,Active
C00000,2025-05-20,2025-05-17,3.0,3.59,Active
C00000,2025-05-25,2025-05-20,5.0,3.59,Active
C00000,2025-05-31,2025-05-25,6.0,3.59,Active
C00000,2025-06-08,2025-05-31,8.0,3.59,Active
C00000,2025-06-08,2025-06-08,0.0,3.59,Active
C00000,2025-06-13,2025-06-08,5.0,3.59,Active
C00000,2025-06-13,2025-06-13,0.0,3.59,Active
C00000,2025-06-19,2025-06-13,6.0,3.59,Active
C00000,2025-06-24,2025-06-19,5.0,3.59,Active
C00000,2025-07-02,2025-06-24,8.0,3.59,Active
C00000,2025-07-05,2025-07-02,3.0,3.59,Active
C00000,2025-07-07,2025-07-05,2.0,3.59,Active
C00000,2025-07-18,2025-07-07,11.0,3.59,Active
C00000,2025-07-31,2025-07-18,13.0,3.59,Active
C00000,2025-08-03,2025-07-31,3.0,3.59,Active
C00000,2025-08-05,2025-08-03,2.0,3.59,Active
C00000,2025-08-11,2025-08-05,6.0,3.59,Active
C00000,2025-08-15,2025-08-11,4.0,3.59,Active
C00000,2025-08-20,2025-08-15,5.0,3.59,Active
C00000,2025-08-26,2025-08-20,6.0,3.59,Active
C00000,2025-08-27,2025-08-26,1.0,3.59,Active
C00000,2025-08-27,2025-08-27,0.0,3.59,Active
C00000,2025-08-29,2025-08-27,2.0,3.59,Active
C00000,2025-09-04,2025-08-29,6.0,3.59,Active
C00000,2025-09-11,2025-09-04,7.0,3.59,Active
C00000,2025-09-14,2025-09-11,3.0,3.59,Active
C00000,2025-09-22,2025-09-14,8.0,3.59,Active
C00000,2025-09-23,2025-09-22,1.0,3.59,Active
C00000,2025-09-29,2025-09-23,6.0,3.59,Active
C00000,2025-10-02,2025-09-29,3.0,3.59,Active
C00000,2025-10-03,2025-10-02,1.0,3.59,Active
C00000,2025-10-05,2025-10-03,2.0,3.59,Active
C00000,2025-10-06,2025-10-05,1.0,3.59,Active
C00000,2025-10-09,2025-10-06,3.0,3.59,Active
C00000,2025-10-09,2025-10-09,0.0,3.59,Active
C00000,2025-10-12,2025-10-09,3.0,3.59,Active
C00000,2025-10-13,2025-10-12,1.0,3.59,Active
C00000,2025-10-14,2025-10-13,1.0,3.59,Active
C00000,2025-10-14,2025-10-14,0.0,3.59,Active
C00000,2025-10-15,2025-10-14,1.0,3.59,Active
C00000,2025-10-15,2025-10-15,0.0,3.59,Active
C00000,2025-10-17,2025-10-15,2.0,3.59,Active
C00000,2025-10-18,2025-10-17,1.0,3.59,Active
C00000,2025-10-20,2025-10-18,2.0,3.59,Active
C00000,2025-10-20,2025-10-20,0.0,3.59,Active
C00000,2025-10-20,2025-10-20,0.0,3.59,Active
C00000,2025-10-20,2025-10-20,0.0,3.59,Active
C00000,2025-10-22,2025-10-20,2.0,3.59,Active
C00000,2025-10-23,2025-10-22,1.0,3.59,Active
C00000,2025-10-23,2025-10-23,0.0,3.59,Active
C00000,2025-10-26,2025-10-23,3.0,3.59,Active
C00000,2025-11-03,2025-10-26,8.0,3.59,Active
C00000,2025-11-05,2025-11-03,2.0,3.59,Active
C00000,2025-11-05,2025-11-05,0.0,3.59,Active
C00000,2025-11-06,2025-11-05,1.0,3.59,Active
C00000,2025-11-06,2025-11-06,0.0,3.59,Active
C00000,2025-11-09,2025-11-06,3.0,3.59,Active
C00000,2025-11-10,2025-11-09,1.0,3.59,Active
C00000,2025-11-13,2025-11-10,3.0,3.59,Active
C00000,2025-11-13,2025-11-13,0.0,3.59,Active
C00000,2025-11-13,2025-11-13,0.0,3.59,Active
C00000,2025-11-17,2025-11-13,4.0,3.59,Active
C00000,2025-11-17,2025-11-17,0.0,3.59,Active
C00000,2025-11-21,2025-11-17,4.0,3.59,Active
C00000,2025-11-22,2025-11-21,1.0,3.59,Active
C00000,2025-11-23,2025-11-22,1.0,3.59,Active
C00000,2025-11-26,2025-11-23,3.0,3.59,Active
C00000,2025-11-27,2025-11-26,1.0,3.59,Active
C00000,2025-11-27,2025-11-27,0.0,3.59,Active
C00000,2025-11-28,2025-11-27,1.0,3.59,Active
C00000,2025-12-01,2025-11-28,3.0,3.59,Active
C00000,2025-12-08,2025-12-01,7.0,3.59,Active
C00000,2025-12-10,2025-12-08,2.0,3.59,Active
C00000,2025-12-12,2025-12-10,2.0,3.59,Active
C00000,2025-12-13,2025-12-12,1.0,3.59,Active
C00000,2025-12-13,2025-12-13,0.0,3.59,Active
C00000,2025-12-15,2025-12-13,2.0,3.59,Active
C00000,2025-12-16,2025-12-15,1.0,3.59,Active
C00000,2025-12-16,2025-12-16,0.0,3.59,Active
C00000,2025-12-16,2025-12-16,0.0,3.59,Active
C00000,2025-12-18,2025-12-16,2.0,3.59,Active
C00000,2025-12-18,2025-12-18,0.0,3.59,Active
C00000,2025-12-20,2025-12-18,2.0,3.59,Active
C00000,2025-12-23,2025-12-20,3.0,3.59,Active
C00000,2025-12-23,2025-12-23,0.0,3.59,Active
C00000,2025-12-23,2025-12-23,0.0,3.59,Active
C00000,2025-12-23,2025-12-23,0.0,3.59,Active
C00000,2025-12-23,2025-12-23,0.0,3.59,Active
C00000,2025-12-24,2025-12-23,1.0,3.59,Active
C00000,2025-12-26,2025-12-24,2.0,3.59,Active
C00000,2025-12-28,2025-12-26,2.0,3.59,Active
C00000,2026-01-01,2025-12-28,4.0,3.59,Active
C00000,2026-01-08,2026-01-01,7.0,3.59,Active
C00000,2026-01-17,2026-01-08,9.0,3.59,Active
C00000,2026-01-22,2026-01-17,5.0,3.59,Active
C00000,2026-01-28,2026-01-22,6.0,3.59,Active
C00000,2026-02-01,2026-01-28,4.0,3.59,Active
C00000,2026-02-14,2026-02-01,13.0,3.59,Active
C00000,2026-02-22,2026-02-14,8.0,3.59,Active
C00000,2026-03-01,2026-02-22,7.0,3.59,Active
C00000,2026-03-04,2026-03-01,3.0,3.59,Active
C00000,2026-03-04,2026-03-04,0.0,3.59,Active
C00000,2026-03-05,2026-03-04,1.0,3.59,Active
C00000,2026-03-26,2026-03-05,21.0,3.59,Active
C00000,2026-03-27,2026-03-26,1.0,3.59,Active
C00000,2026-04-01,2026-03-27,5.0,3.59,Active
C00000,2026-04-17,2026-04-01,16.0,3.59,Active
C00000,2026-04-19,2026-04-17,2.0,3.59,Active
C00000,2026-04-20,2026-04-19,1.0,3.59,Active
C00000,2026-04-27,2026-04-20,7.0,3.59,Active
C00000,2026-05-07,2026-04-27,10.0,3.59,Active
C00000,2026-05-10,2026-05-07,3.0,3.59,Active
C00000,2026-05-17,2026-05-10,7.0,3.59,Active
C00000,2026-05-19,2026-05-17,2.0,3.59,Active
C00000,2026-05-22,2026-05-19,3.0,3.59,Active
C00000,2026-05-24,2026-05-22,2.0,3.59,Active
C00000,2026-05-27,2026-05-24,3.0,3.59,Active
C00000,2026-06-10,2026-05-27,14.0,3.59,Active
C00000,2026-06-12,2026-06-10,2.0,3.59,Active
C00000,2026-06-12,2026-06-12,0.0,3.59,Active
C00000,2026-06-14,2026-06-12,2.0,3.59,Active
C00000,2026-06-23,2026-06-14,9.0,3.59,Active
C00000,2026-06-25,2026-06-23,2.0,3.59,Active
C00000,2026-06-29,2026-06-25,4.0,3.59,Active
C00000,2026-07-04,2026-06-29,5.0,3.59,Active
C00000,2026-07-06,2026-07-04,2.0,3.59,Active
C00000,2026-07-07,2026-07-06,1.0,3.59,Active
C00000,2026-07-10,2026-07-07,3.0,3.59,Active
C00000,2026-07-17,2026-07-10,7.0,3.59,Active
C00000,2026-07-18,2026-07-17,1.0,3.59,Active
C00000,2026-07-18,2026-07-18,0.0,3.59,Active
C00000,2026-07-23,2026-07-18,5.0,3.59,Active
C00000,2026-11-27,2026-07-23,127.0,3.59,Active
C00000,2026-12-23,2026-11-27,26.0,3.59,Active
C00001,2024-02-25,,,125.4,At Risk
C00001,2024-07-26,2024-02-25,152.0,125.4,At Risk
C00001,2024-11-10,2024-07-26,107.0,125.4,At Risk
C00001,2024-11-12,2024-11-10,2.0,125.4,At Risk
C00001,2024-12-17,2024-11-12,35.0,125.4,At Risk
C00001,2025-11-13,2024-12-17,331.0,125.4,At Risk
C00002,2024-01-13,,,232.67,At Risk
C00002,2024-11-23,2024-01-13,315.0,232.67,At Risk
C00002,2025-05-19,2024-11-23,177.0,232.67,At Risk
C00002,2025-12-11,2025-05-19,206.0,232.67,At Risk
C00003,2024-11-02,,,38.0,At Risk
C00003,2024-12-10,2024-11-02,38.0,38.0,At Risk
C00004,2024-06-05,,,89.25,At Risk
C00004,2024-07-21,2024-06-05,46.0,89.25,At Risk
C00004,2024-10-22,2024-07-21,93.0,89.25,At Risk
C00004,2025-08-29,2024-10-22,311.0,89.25,At Risk
C00004,2025-10-04,2025-08-29,36.0,89.25,At Risk
C00004,2025-11-24,2025-10-04,51.0,89.25,At Risk
C00004,2025-12-08,2025-11-24,14.0,89.25,At Risk
C00004,2026-02-21,2025-12-08,75.0,89.25,At Risk
C00004,2026-05-20,2026-02-21,88.0,89.25,At Risk
C00005,2024-01-17,,,127.14,At Risk
C00005,2024-08-18,2024-01-17,214.0,127.14,At Risk
C00005,2024-11-02,2024-08-18,76.0,127.14,At Risk
C00005,2024-12-08,2024-11-02,36.0,127.14,At Risk
C00005,2025-03-14,2024-12-08,96.0,127.14,At Risk
C00005,2025-10-24,2025-03-14,224.0,127.14,At Risk
C00005,2025-12-20,2025-10-24,57.0,127.14,At Risk
C00005,2026-06-25,2025-12-20,187.0,127.14,At Risk
C00006,2024-05-11,,,129.25,At Risk
C00006,2024-06-23,2024-05-11,43.0,129.25,At Risk
C00006,2024-11-05,2024-06-23,135.0,129.25,At Risk
C00006,2025-10-01,2024-11-05,330.0,129.25,At Risk
C00006,2025-10-10,2025-10-01,9.0,129.25,At Risk
C00007,2024-05-02,,,67.88,At Risk
C00007,2024-08-12,2024-05-02,102.0,67.88,At Risk
C00007,2024-10-25,2024-08-12,74.0,67.88,At Risk
C00007,2024-10-28,2024-10-25,3.0,67.88,At Risk
C00007,2024-12-23,2024-10-28,56.0,67.88,At Risk
C00007,2025-03-21,2024-12-23,88.0,67.88,At Risk
C00007,2025-06-02,2025-03-21,73.0,67.88,At Risk
C00007,2025-10-21,2025-06-02,141.0,67.88,At Risk
C00007,2025-10-27,2025-10-21,6.0,67.88,At Risk
C00008,2024-10-13,,,61.0,At Risk
C00008,2024-12-13,2024-10-13,61.0,61.0,At Risk
C00009,2024-02-20,,,39.12,At Risk
C00009,2024-03-02,2024-02-20,11.0,39.12,At Risk
C00009,2024-06-25,2024-03-02,115.0,39.12,At Risk
C00009,2024-07-12,2024-06-25,17.0,39.12,At Risk
C00009,2024-10-05,2024-07-12,85.0,39.12,At Risk
C00009,2024-11-05,2024-10-05,31.0,39.12,At Risk
C00009,2024-12-01,2024-11-05,26.0,39.12,At Risk
C00009,2024-12-12,2024-12-01,11.0,39.12,At Risk
C00009,2024-12-14,2024-12-12,2.0,39.12,At Risk
C00009,2025-01-15,2024-12-14,32.0,39.12,At Risk
C00009,2025-05-02,2025-01-15,107.0,39.12,At Risk
C00009,2025-05-06,2025-05-02,4.0,39.12,At Risk
C00009,2025-06-05,2025-05-06,30.0,39.12,At Risk
C00009,2025-07-15,2025-06-05,40.0,39.12,At Risk
C00009,2025-08-25,2025-07-15,41.0,39.12,At Risk
C00009,2025-08-27,2025-08-25,2.0,39.12,At Risk
C00009,2025-09-21,2025-08-27,25.0,39.12,At Risk
C00009,2025-10-12,2025-09-21,21.0,39.12,At Risk
C00009,2025-10-21,2025-10-12,9.0,39.12,At Risk
C00009,2025-11-10,2025-10-21,20.0,39.12,At Risk
C00009,2025-11-25,2025-11-10,15.0,39.12,At Risk
C00009,2025-12-03,2025-11-25,8.0,39.12,At Risk
C00009,2025-12-16,2025-12-03,13.0,39.12,At Risk
C00009,2025-12-28,2025-12-16,12.0,39.12,At Risk
C00009,2026-03-23,2025-12-28,85.0,39.12,At Risk
C00009,2026-04-26,2026-03-23,34.0,39.12,At Risk
C00009,2026-12-03,2026-04-26,221.0,39.12,At Risk
C00010,2024-11-26,,,66.11,At Risk
C00010,2025-02-08,2024-11-26,74.0,66.11,At Risk
C00010,2025-06-04,2025-02-08,116.0,66.11,At Risk
C00010,2025-07-10,2025-06-04,36.0,66.11,At Risk
C00010,2025-08-31,2025-07-10,52.0,66.11,At Risk
C00010,2025-10-06,2025-08-31,36.0,66.11,At Risk
C00010,2025-10-07,2025-10-06,1.0,66.11,At Risk
C00010,2025-10-21,2025-10-07,14.0,66.11,At Risk
C00010,2026-07-10,2025-10-21,262.0,66.11,At Risk
C00010,2026-07-14,2026-07-10,4.0,66.11,At Risk
C00011,2024-04-09,,,137.83,At Risk
C00011,2024-10-22,2024-04-09,196.0,137.83,At Risk
C00011,2024-11-09,2024-10-22,18.0,137.83,At Risk
C00011,2024-12-03,2024-11-09,24.0,137.83,At Risk
C00011,2025-10-17,2024-12-03,318.0,137.83,At Risk
C00011,2026-04-04,2025-10-17,169.0,137.83,At Risk
C00011,2026-07-15,2026-04-04,102.0,137.83,At Risk
C00012,2024-01-08,,,92.5,At Risk
C00012,2024-04-17,2024-01-08,100.0,92.5,At Risk
C00012,2024-07-11,2024-04-17,85.0,92.5,At Risk
C00013,2024-02-15,,,327.5,At Risk
C00013,2024-03-14,2024-02-15,28.0,327.5,At Risk
C00013,2025-12-01,2024-03-14,627.0,327.5,At Risk
C00014,2024-02-02,,,40.16,At Risk
C00014,2024-08-27,2024-02-02,207.0,40.16,At Risk
C00014,2024-09-09,2024-08-27,13.0,40.16,At Risk
C00014,2024-10-04,2024-09-09,25.0,40.16,At Risk
C00014,2024-10-18,2024-10-04,14.0,40.16,At Risk
C00014,2024-10-19,2024-10-18,1.0,40.16,At Risk
C00014,2024-11-18,2024-10-19,30.0,40.16,At Risk
C00014,2024-12-09,2024-11-18,21.0,40.16,At Risk
C00014,2025-01-08,2024-12-09,30.0,40.16,At Risk
C00014,2025-01-23,2025-01-08,15.0,40.16,At Risk
C00014,2025-02-20,2025-01-23,28.0,40.16,At Risk
C00014,2025-02-24,2025-02-20,4.0,40.16,At Risk
C00014,2025-03-05,2025-02-24,9.0,40.16,At Risk
C00014,2025-04-12,2025-03-05,38.0,40.16,At Risk
C00014,2025-06-02,2025-04-12,51.0,40.16,At Risk
C00014,2025-06-23,2025-06-02,21.0,40.16,At Risk
C00014,2025-10-03,2025-06-23,102.0,40.16,At Risk
C00014,2025-10-09,2025-10-03,6.0,40.16,At Risk
C00014,2025-10-31,2025-10-09,22.0,40.16,At Risk
C00014,2025-11-09,2025-10-31,9.0,40.16,At Risk
C00014,2025-11-13,2025-11-09,4.0,40.16,At Risk
C00014,2025-11-19,2025-11-13,6.0,40.16,At Risk
C00014,2025-11-28,2025-11-19,9.0,40.16,At Risk
C00014,2026-01-10,2025-11-28,43.0,40.16,At Risk
C00014,2026-07-11,2026-01-10,182.0,40.16,At Risk
C00014,2026-11-02,2026-07-11,114.0,40.16,At Risk
C00015,2024-01-10,,,446.0,At Risk
C00015,2024-11-19,2024-01-10,314.0,446.0,At Risk
C00015,2026-06-20,2024-11-19,578.0,446.0,At Risk
C00016,2024-11-01,,,263.67,At Risk
C00016,2024-11-16,2024-11-01,15.0,263.67,At Risk
C00016,2025-11-13,2024-11-16,362.0,263.67,At Risk
C00016,2027-01-01,2025-11-13,414.0,263.67,At Risk
C00017,2025-11-01,,,68.0,At Risk
C00017,2025-11-04,2025-11-01,3.0,68.0,At Risk
C00017,2026-01-21,2025-11-04,78.0,68.0,At Risk
C00017,2026-05-24,2026-01-21,123.0,68.0,At Risk
C00018,2024-02-15,,,48.28,At Risk
C00018,2024-02-20,2024-02-15,5.0,48.28,At Risk
C00018,2024-04-06,2024-02-20,46.0,48.28,At Risk
C00018,2024-04-28,2024-04-06,22.0,48.28,At Risk
C00018,2024-08-02,2024-04-28,96.0,48.28,At Risk
C00018,2024-10-12,2024-08-02,71.0,48.28,At Risk
C00018,2024-10-15,2024-10-12,3.0,48.28,At Risk
C00018,2024-11-22,2024-10-15,38.0,48.28,At Risk
C00018,2024-12-01,2024-11-22,9.0,48.28,At Risk
C00018,2024-12-12,2024-12-01,11.0,48.28,At Risk
C00018,2025-04-08,2024-12-12,117.0,48.28,At Risk
C00018,2025-08-12,2025-04-08,126.0,48.28,At Risk
C00018,2025-08-29,2025-08-12,17.0,48.28,At Risk
C00018,2025-10-08,2025-08-29,40.0,48.28,At Risk
C00018,2025-10-14,2025-10-08,6.0,48.28,At Risk
C00018,2025-12-10,2025-10-14,57.0,48.28,At Risk
C00018,2025-12-12,2025-12-10,2.0,48.28,At Risk
C00018,2026-02-15,2025-12-12,65.0,48.28,At Risk
C00018,2026-07-03,2026-02-15,138.0,48.28,At Risk
C00019,2024-03-29,,,113.43,At Risk
C00019,2024-08-08,2024-03-29,132.0,113.43,At Risk
C00019,2025-02-11,2024-08-08,187.0,113.43,At Risk
C00019,2025-10-08,2025-02-11,239.0,113.43,At Risk
C00019,2026-01-25,2025-10-08,109.0,113.43,At Risk
C00019,2026-04-07,2026-01-25,72.0,113.43,At Risk
C00019,2026-05-06,2026-04-07,29.0,113.43,At Risk
C00019,2026-06-01,2026-05-06,26.0,113.43,At Risk
C00021,2024-01-05,,,29.87,Active
C00021,2024-02-12,2024-01-05,38.0,29.87,Active
C00021,2024-02-25,2024-02-12,13.0,29.87,Active
C00021,2024-03-10,2024-02-25,14.0,29.87,Active
C00021,2024-03-16,2024-03-10,6.0,29.87,Active
C00021,2024-04-25,2024-03-16,40.0,29.87,Active
C00021,2024-05-01,2024-04-25,6.0,29.87,Active
C00021,2024-05-02,2024-05-01,1.0,29.87,Active
C00021,2024-06-16,2024-05-02,45.0,29.87,Active
C00021,2024-07-05,2024-06-16,19.0,29.87,Active
C00021,2024-07-07,2024-07-05,2.0,29.87,Active
C00021,2024-08-02,2024-07-07,26.0,29.87,Active
C00021,2024-10-27,2024-08-02,86.0,29.87,Active
C00021,2024-11-17,2024-10-27,21.0,29.87,Active
C00021,2024-12-19,2024-11-17,32.0,29.87,Active
