order_id,customer_id,order_date,status,region_code
O000033,C00006,2025-10-10 10:30:09,DELIVERED,NORTH
O000034,C00006,2025-10-01 07:01:14,SHIPPED,WEST
O000035,C00006,2024-06-23 14:53:56,CANCELLED,NORTH
O000036,C00006,2024-05-11 17:44:01,DELIVERED,SOUTH
O000037,C00007,2025-03-21 20:20:33,DELIVERED,EAST
O000038,C00007,2024-10-25 20:09:20,CANCELLED,NORTH
O000039,C00007,2024-08-12 17:36:26,DELIVERED,WEST
O000040,C00007,2025-06-02 00:28:54,DELIVERED,WEST
O000041,C00007,2024-12-23 11:17:27,DELIVERED,SOUTH
O000042,C00007,2024-10-28 00:23:35,RETURNED,EAST
O000043,C00007,2025-10-27 17:59:58,DELIVERED,SOUTH
O000044,C00007,2025-10-21 18:17:22,PLACED,EAST
O000045,C00007,02-05-2024 17:05:00,DELIVERED,WEST
O000046,,2025-06-08 00:50:04,SHIPPED,SOUTH
O000047,C00008,2024-10-13 13:43:56,DELIVERED,NORTH
O000048,C00008,2024-12-13 04:47:13,DELIVERED,WEST
O000049,C00009,2025-09-21 07:13:04,DELIVERED,NORTH
O000050,C00009,2025-06-05 03:17:24,PLACED,SOUTH
O000051,C00009,2024-02-20 06:43:17,PLACED,WEST
O000052,C00009,2025-10-12 09:25:32,CANCELLED,NORTH
O000053,,2024-06-05 21:39:37,DELIVERED,EAST
O000054,C00009,2025-10-21 02:45:14,DELIVERED,CENTRAL
O000055,C00009,2026-03-23 21:33:23,DELIVERED,EAST
O000056,C00009,2025-08-25 04:03:11,CANCELLED,CENTRAL
O000057,C00009,2025-12-28 02:31:06,PLACED,NORTH
O000058,C00009,2025-12-16 17:40:30,RETURNED,NORTH
O000059,C00009,2024-03-02 12:07:14,DELIVERED,WEST
O000060,C00009,2025-05-02 05:32:54,DELIVERED,SOUTH
O000061,C00009,2025-01-15 07:25:52,SHIPPED,WEST
O000062,C00009,2025-12-03 11:29:29,PLACED,EAST
O000063,C00009,2024-11-05 20:49:04,DELIVERED,SOUTH
O000064,C00009,2026-04-26 18:06:03,DELIVERED,WEST
O000065,C00009,2025-07-15 13:25:36,SHIPPED,SOUTH
O000066,C00009,2024-10-05 02:17:25,DELIVERED,EAST
O000067,C00009,2025-11-25 09:10:12,DELIVERED,SOUTH
O000068,C00009,2025-08-27 12:06:53,SHIPPED,WEST
O000069,C00009,2025-05-06 16:32:43,DELIVERED,SOUTH
O000070,NULL,2024-11-27 04:40:28,DELIVERED,SOUTH
O000071,C00009,2024-12-01 18:10:55,Delivered,NORTH
O000072,C00009,2024-07-12 18:50:37,DELIVERED,WEST
O000073,C00009,2024-06-25 03:06:45,DELIVERED,WEST
O000074,C00009,2025-11-10 14:56:46,RETURNED,NORTH
O000075,C00009,2024-12-14 03:31:47,DELIVERED,NORTH
O000076,C00009,2024-12-12 05:32:42,DELIVERED,NORTH
O000077,C00009,2026-12-03 00:00:00,DELIVERED,NORTH
O000078,,2024-01-07 11:00:17,SHIPPED,EAST
O000079,C00010,2025-06-04 13:03:30,DELIVERED,WEST
O000080,C00010,2025-10-21 12:46:11,SHIPPED,NORTH
O000081,C00010,2025-08-31 23:16:23,DELIVERED,NORTH
O000082,C00010,2026-07-10 15:23:13,CANCELLED,NORTH
O000083,C00010,2025-07-10 07:43:54,SHIPPED,SOUTH
O000084,C00010,2025-02-08 15:23:16,DELIVERED,WEST
O000085,C00010,2026-07-14 16:33:18,SHIPPED,EAST
O000086,C00010,2024-11-26 00:26:04,DELIVERED,SOUTH
O000087,C00010,2025-10-06 21:36:40,CANCELLED,WEST
O000088,C00010,2025-10-07 19:01:34,DELIVERED,NORTH
O000089,C00011,2024-11-09 15:12:05,DELIVERED,WEST
O000090,C00011,2024-10-22 22:17:25,SHIPPED,SOUTH
O000091,C00011,2026-07-15 08:47:08,DELIVERED,WEST
O000092,C00011,2024-04-09 20:01:10,DELIVERED,WEST
O000093,C00011,04-04-2026 02:24:21,DELIVERED,NORTH
O000094,,2025-07-31 19:50:01,DELIVERED,NORTH
O000095,C00011,2024-12-03 12:18:38,DELIVERED,SOUTH
O000096,C00011,2025-10-17 03:59:05,SHIPPED,WEST
O000097,C00012,2024-07-11 18:30:37,SHIPPED,NORTH
O000098,C00012,2024-01-08 05:15:11,DELIVERED,EAST
O000099,C00012,2024-04-17 21:26:13,DELIVERED,NORTH
O000100,C00013,2024-03-14 03:00:00,DELIVERED,NORTH
O000101,C00013,2024-02-15 11:56:33,CANCELLED,SOUTH
O000102,C00013,2025-12-01 22:55:03,RETURNED,NORTH
O000103,C00014,2024-10-19 14:07:08,DELIVERED,SOUTH
O000104,C00014,2025-01-08 15:21:50,DELIVERED,NORTH
O000105,C00014,2024-11-18 07:42:41,CANCELLED,NORTH
O000106,C00014,2024-10-18 22:04:10,DELIVERED,NORTH
O000107,C00014,2024-08-27 05:29:45,RETURNED,WEST
O000108,C00014,2025-10-03 08:27:10,SHIPPED,NORTH
O000109,C00014,2025-10-09 00:30:42,DELIVERED,NORTH
O000110,C00014,2025-06-02 10:42:38,DELIVERED,WEST
O000111,C00014,2026-07-11 19:45:29,SHIPPED,NORTH
O000112,C00014,2024-12-09 07:04:34,DELIVERED,NORTH
O000113,C00014,2025-02-20 17:43:00,DELIVERED,north
O000114,C00014,2026-01-10 14:50:19,SHIPPED,NORTH
O000115,,2024-01-20 18:47:19,CANCELLED,NORTH
O000116,C00014,2025-11-19 00:31:55,DELIVERED,EAST
O000117,C00014,2024-10-04 09:51:47,DELIVERED,NORTH
O000118,C00014,2025-04-12 19:05:25,DELIVERED,WEST
O000119,C00014,2024-02-02 04:46:08,CANCELLED,NORTH
O000120,C00014,2025-10-31 02:25:28,CANCELLED,CENTRAL
O000121,C00014,2025-11-28 21:58:30,RETURNED,NORTH
O000122,C00014,2025-03-05 03:14:22,DELIVERED,WEST
O000123,C00014,2025-06-23 01:00:58,DELIVERED,NORTH
O000124,C00014,2024-09-09 14:25:18,PLACED,NORTH
O000125,C00014,2026-11-02 00:00:00,DELIVERED,CENTRAL
O000126,C00014,2025-02-24 11:16:04,RETURNED,NORTH
O000127,C00014,2025-11-13 03:57:16,DELIVERED,SOUTH
O000128,C00014,2025-01-23 09:26:16,PLACED,WEST
O000129,C00014,2025-11-09 16:32:41,DELIVERED,NORTH
O000130,NULL,2025-09-29 07:33:00,DELIVERED,NORTH
O000131,C00015,2026-06-20 11:59:16,DELIVERED,SOUTH
O000132,C00015,2024-01-10 05:56:17,DELIVERED,NORTH
O000133,C00015,2024-11-19 15:44:21,DELIVERED,SOUTH
O000134,C00016,2027-01-01 00:00:00,PLACED,EAST
O000135,C00016,2024-11-01 16:28:25,CANCELLED,EAST
O000136,C00016,2025-11-13 03:56:50,DELIVERED,EAST
O000137,C00016,2024-11-16 09:18:42,DELIVERED,SOUTH
O000138,C00017,2025-11-04 18:24:00,DELIVERED,EAST
O000139,C00017,2025-11-01 05:22:32,DELIVERED,NORTH
O000140,C00017,2026-05-24 19:40:13,DELIVERED,NORTH
O000141,C00017,2026-01-21 11:18:29,DELIVERED,SOUTH
O000142,C00018,2026-07-03 17:59:50,DELIVERED,EAST
O000143,C00018,2024-11-22 15:20:48,DELIVERED,EAST
O000144,C00018,2025-10-14 12:49:42,PLACED,WEST
O000145,C00018,2024-02-15 18:19:40,DELIVERED,WEST
O000146,C00018,2025-12-10 07:12:47,SHIPPED,WEST
O000147,C00018,2024-10-12 13:36:34,CANCELLED,WEST
O000148,C00018,2025-12-12 11:39:57,DELIVERED,NORTH
O000149,C00018,2025-04-08 06:42:28,DELIVERED,EAST
O000150,C00018,2025-08-29 12:09:05,CANCELLED,WEST
O000151,C00018,2026-02-15 19:06:13,RETURNED,CENTRAL
O000152,C00018,2024-02-20 03:17:20,DELIVERED,WEST
O000153,C00018,2024-04-06 19:46:30,RETURNED,SOUTH
O000154,C00018,2025-10-08 14:33:30,DELIVERED,NORTH
O000155,C00018,2024-12-12 13:30:19,RETURNED,SOUTH
O000156,C00018,2025-08-12 08:37:27,PLACED,SOUTH
O000157,C00018,2024-08-02 00:27:14,RETURNED,NORTH
O000158,C00018,2024-12-01 07:26:47,PLACED,EAST
O000159,C00018,2024-10-15 05:18:02,CANCELLED,WEST
O000160,C00018,2024-04-28 15:34:24,DELIVERED,EAST
O000161,C00019,2026-05-06 13:53:59,DELIVERED,WEST
O000162,C00019,2026-01-25 07:08:12,CANCELLED,SOUTH
O000163,C00019,2024-08-08 12:41:54,DELIVERED,NORTH
O000164,,2025-11-27 02:03:17,DELIVERED,NORTH
O000165,C00019,2026-04-07 04:44:18,DELIVERED,WEST
O000166,C00019,2025-02-11 19:55:47,DELIVERED,WEST
O000167,C00019,2024-03-29 17:32:07,RETURNED,CENTRAL
O000168,C00019,2026-06-01 19:52:24,DELIVERED,NORTH
O000169,C00019,2025-10-08 17:18:21,DELIVERED,SOUTH
O000170,NULL,28-11-2025 05:28:29,DELIVERED,WEST
O000171,C00021,2025-03-05 10:38:29,DELIVERED,SOUTH
O000172,C00021,2024-12-19 06:47:30,PLACED,NORTH
O000173,C00021,2026-06-19 19:53:34,CANCELLED,Central
O000174,C00021,2024-03-10 11:46:10,DELIVERED,NORTH
O000175,C00021,2025-10-08 04:28:24,PLACED,NORTH
O000176,C00021,2025-08-05 02:24:37,SHIPPED,CENTRAL
O000177,C00021,2024-11-17 22:49:47,SHIPPED,NORTH
O000178,C00021,2024-05-01 20:38:25,DELIVERED,SOUTH
O000179,C00021,2024-07-07 08:14:35,DELIVERED,WEST
O000180,C00021,2025-03-31 06:15:59,CANCELLED,NORTH
O000181,C00021,2025-11-22 07:04:53,DELIVERED,EAST
O000182,C00021,2025-11-28 10:44:27,CANCELLED,NORTH
O000183,C00021,2024-08-02 14:14:17,SHIPPED,WEST
O000184,,2024-11-03 17:51:37,SHIPPED,WEST
O000185,,2024-07-15 08:27:25,SHIPPED,WEST
O000186,C00021,2025-10-18 02:40:23,DELIVERED,EAST
O000187,C00021,2024-06-16 10:01:24,DELIVERED,WEST
O000188,C00021,2025-03-25 09:33:19,DELIVERED,EAST
O000189,C00021,2024-12-19 11:43:41,DELIVERED,SOUTH
O000190,C00021,2024-03-16 00:18:18,DELIVERED,NORTH
O000191,C00021,2024-10-27 23:56:46,DELIVERED,NORTH
O000192,C00021,2025-10-06 09:58:16,DELIVERED,NORTH
O000193,C00021,2024-02-12 11:41:11,DELIVERED,WEST
O000194,C00021,2025-03-13 19:39:51,DELIVERED,NORTH
O000195,C00021,2024-07-05 07:42:33,DELIVERED,SOUTH
O000196,C00021,2024-05-02 19:50:03,SHIPPED,WEST
O000197,C00021,2024-04-25 02:13:10,DELIVERED,SOUTH
O000198,C00021,2024-02-25 08:36:47,DELIVERED,NORTH
O000199,C00021,2026-01-22 15:44:11,SHIPPED,CENTRAL
O000200,C00021,2024-01-05 23:13:09,DELIVERED,SOUTH
O000201,C00021,2024-12-30 14:50:19,SHIPPED,NORTH
O000202,C00021,2025-09-01 06:39:02,SHIPPED,EAST
O000203,C00021,2025-11-25 15:48:52,DELIVERED,NORTH
O000204,C00022,2026-01-21 11:05:13,DELIVERED,NORTH
O000205,C00022,2025-09-27 08:50:32,DELIVERED,WEST
O000206,C00023,2024-11-21 01:19:28,SHIPPED,CENTRAL
O000207,C00024,2024-12-01 12:05:49,DELIVERED,WEST
O000208,C00024,2024-12-13 22:14:18,SHIPPED,CENTRAL
O000209,C00024,13-12-2024 15:02:10,DELIVERED,SOUTH
O000210,C00024,2025-09-14 13:04:40,PLACED,SOUTH
O000211,C00024,2024-01-23 21:36:48,PLACED,WEST
O000212,C00024,2025-05-17 21:24:26,DELIVERED,CENTRAL
O000213,C00024,2025-10-29 06:12:34,DELIVERED,WEST
O000214,C00024,2025-12-13 11:48:34,PLACED,WEST
O000215,C00024,2025-11-05 20:05:06,DELIVERED,WEST
O000216,C00024,2026-05-30 05:50:26,DELIVERED,EAST
O000217,C00024,19-07-2026 02:16:32,DELIVERED,WEST
O000218,C00024,2025-05-14 22:59:19,DELIVERED,EAST
O000219,C00024,2024-10-06 16:47:07,PLACED,NORTH
O000220,C00024,29-04-2026 20:48:32,CANCELLED,EAST
O000221,C00024,2025-12-21 05:09:18,DELIVERED,NORTH
O000222,C00024,2024-07-29 05:48:46,DELIVERED,WEST
O000223,C00024,2024-10-23 03:34:29,SHIPPED,WEST
O000224,C00024,2024-10-26 06:09:52,DELIVERED,WEST
O000225,C00024,2024-10-19 04:06:46,SHIPPED,SOUTH
O000226,C00024,2026-07-08 21:41:48,DELIVERED,north
O000227,C00024,2024-05-21 21:20:14,delivered,EAST
O000228,C00024,2025-11-14 00:47:41,DELIVERED,WEST
O000229,C00024,2025-07-05 11:02:50,RETURNED,CENTRAL
O000230,C00024,2024-08-09 23:06:05,DELIVERED,WEST
O000231,C00024,2024-11-28 14:49:42,RETURNED,NORTH
O000232,C00024,2024-01-17 13:53:48,DELIVERED,EAST
O000233,C00024,2024-01-21 04:28:12,DELIVERED,SOUTH
O000234,C00024,2026-06-07 20:27:02,CANCELLED,WEST
O000235,NULL,2026-04-27 12:58:12,RETURNED,SOUTH
O000236,C00024,2025-10-02 14:40:45,CANCELLED,WES
O000237,C00024,2025-05-06 15:14:24,DELIVERED,NORTH
O000238,C00024,2024-04-05 12:16:03,DELIVERED,WEST
O000239,C00024,2025-10-21 23:53:53,SHIPPED,EAST
O000240,C00024,2024-05-16 22:54:57,SHIPPED,CENTRAL
O000241,C00024,2024-12-03 21:57:05,RETURNED,SOUTH
O000242,C00024,2024-07-25 04:42:45,DELIVERED,WEST
O000243,C00024,2024-10-10 08:44:28,DELIVERED,WEST
O000244,C00024,2024-02-27 01:26:03,DELIVERED,WEST
O000245,C00024,2025-03-24 11:06:22,DELIVERED,NORTH
O000246,C00024,2025-11-02 03:33:42,DELIVERED,SOUTH
O000247,C00024,2024-12-12 00:10:26,SHIPPED,NORTH
O000248,C00024,2025-11-12 23:25:51,DELIVERED,EAST
O000249,NULL,2025-06-08 21:00:52,RETURNED,CENTRAL
O000250,C00024,2025-11-19 12:37:01,DELIVERED,WEST
O000251,C00024,2024-08-04 18:46:17,CANCELLED,SOUTH
O000252,C00024,2024-09-13 20:23:58,SHIPPED,NORTH
O000253,C00024,2025-01-15 04:17:23,PLACED,NORTH
O000254,C00024,2024-11-26 02:16:16,DELIVERED,NORTH
O000255,C00024,2024-07-26 10:13:12,DELIVERED,WEST
O000256,C00024,2024-10-20 05:49:15,DELIVERED,EAST
O000257,C00025,2024-03-09 17:40:55,DELIVERED,NORTH
O000258,C00025,2024-02-24 02:25:55,DELIVERED,NORTH
O000259,C00025,2024-12-28 12:51:51,DELIVERED,WEST
O000260,C00025,2024-03-25 16:19:41,DELIVERED,WEST
O000261,C00025,2025-06-04 12:04:22,SHIPPED,SOUTH
O000262,C00025,2024-11-23 18:16:12,DELIVERED,NORTH
O000263,C00025,2024-03-18 18:52:32,DELIVERED,EAST
O000264,C00026,2025-10-15 10:19:40,DELIVERED,NORTH
O000265,C00026,2024-12-16 13:57:17,RETURNED,CENTRAL
O000266,C00026,2024-03-04 03:12:20,CANCELLED,EAST
O000267,C00026,2024-05-02 08:34:01,DELIVERED,SOUTH
O000268,C00026,2024-05-03 03:53:41,SHIPPED,NORTH
O000269,C00026,2025-01-13 15:44:53,SHIPPED,NORTH
O000270,,2024-12-13 05:43:18,DELIVERED,NORTH
O000271,C00027,2024-10-23 10:14:04,DELIVERED,WEST
O000272,C00027,2026-05-16 06:57:52,DELIVERED,SOUTH
O000273,C00027,2025-08-28 22:32:15,CANCELLED,WEST
O000274,C00027,2025-11-10 10:28:43,DELIVERED,WEST
O000275,C00027,2025-03-17 00:05:59,RETURNED,WEST
O000276,C00027,2024-10-04 18:18:11,CANCELLED,NORTH
O000277,C00027,2025-03-09 05:23:22,RETURNED,SOUTH
O000278,C00027,2025-09-01 05:16:58,DELIVERED,NORTH
O000279,C00027,2024-01-06 04:25:35,SHIPPED,WEST
O000280,C00027,29-09-2025 08:51:42,DELIVERED,NORTH
O000281,C00028,2025-05-19 21:38:07,DELIVERED,NORTH
O000282,C00028,2025-08-27 19:37:27,SHIPPED,EAST
O000283,C00028,2024-11-06 08:32:09,SHIPPED,NORTH
O000284,C00028,2024-10-01 18:29:08,DELIVERED,EAST
O000285,C00029,2026-09-07 00:00:00,DELIVERED,WEST
O000286,C00029,2026-04-14 17:32:28,DELIVERED,WEST
O000287,C00029,2025-12-25 01:23:25,DELIVERED,NORTH
O000288,C00029,2024-06-22 15:35:58,SHIPPED,WEST
O000289,C00029,2024-11-23 15:48:15,DELIVERED,NORTH
O000290,C00029,2024-10-17 09:01:14,DELIVERED,WEST
O000291,C00029,2025-04-03 01:54:32,DELIVERED,NORTH
O000292,C00029,2026-06-25 00:24:15,DELIVERED,CENTRAL
O000293,C00029,2024-09-21 17:20:59,DELIVERED,NORTH
O000294,C00029,2026-03-26 22:14:59,DELIVERED,NORTH
O000295,,2024-12-07 11:31:29,DELIVERED,SOUTH
O000296,C00029,2025-07-18 18:30:41,DELIVERED,WEST
O000297,C00030,2024-03-27 22:53:30,DELIVERED,CENTRAL
O000298,C00031,2025-12-09 11:22:29,DELIVERED,SOUTH
O000299,C00031,2024-07-24 21:46:57,DELIVERED,WEST
O000300,C00031,2025-05-10 07:54:01,DELIVERED,NORTH
O000301,C00031,2025-04-10 23:21:18,SHIPPED,SOUTH
O000302,C00031,2025-12-09 18:23:53,DELIVERED,NORTH
O000303,C00031,2025-11-28 17:15:21,DELIVERED,CENTRAL
O000304,C00031,2025-11-06 05:04:48,DELIVERED,WEST
O000305,C00031,2024-12-26 02:14:05,DELIVERED,NORTH
O000306,C00032,2024-11-26 05:54:10,CANCELLED,SOUTH
O000307,C00032,2025-11-28 09:23:09,DELIVERED,WEST
O000308,C00033,2025-09-19 17:14:08,SHIPPED,NORTH
O000309,C00033,2025-11-27 11:01:20,DELIVERED,WEST
O000310,C00033,2024-10-06 10:46:30,RETURNED,WEST
O000311,C00033,2025-01-23 02:56:19,SHIPPED,NORTH
O000312,C00033,2024-06-21 11:31:40,CANCELLED,EAST
O000313,C00034,2026-05-22 18:46:43,DELIVERED,WEST
O000314,C00034,2024-12-23 23:20:54,SHIPPED,NORTH
O000315,C00034,2025-11-20 23:59:01,DELIVERED,EAST
O000316,NULL,2025-08-03 04:08:00,DELIVERED,SOUTH
O000317,C00034,2024-04-14 06:01:21,DELIVERED,SOUTH
O000318,C00034,2025-12-21 06:48:04,DELIVERED,SOUTH
O000319,C00034,2025-11-17 22:47:52,DELIVERED,West
O000320,C00034,2025-02-06 02:44:14,DELIVERED,NORTH
O000321,C00034,2026-06-15 02:45:12,SHIPPED,WEST
O000322,C00035,2024-04-17 14:27:23,SHIPPED,WEST
O000323,C00035,03-12-2024 11:08:16,RETURNED,CENTRAL
O000324,C00035,2024-11-20 00:35:17,SHIPPED,EAST
O000325,C00035,2024-10-25 06:07:31,DELIVERED,NORTH
O000326,,2026-03-01 07:01:30,DELIVERED,EAST
O000327,C00035,2024-04-11 10:46:09,CANCELLED,SOUTH
O000328,NULL,2025-03-02 18:09:34,DELIVERED,NORTH
O000329,C00035,2025-10-02 19:51:13,DELIVERED,NORTH
O000330,C00035,2024-10-09 03:05:11,PLACED,WEST
O000331,NULL,13-05-2025 18:27:33,DELIVERED,NORTH
O000332,C00035,2026-07-18 17:58:33,DELIVERED,WEST
O000333,C00035,2025-12-22 11:19:44,SHIPPED,SOUTH
O000334,C00035,2025-02-03 00:29:43,DELIVERED,WEST
O000335,C00035,2024-10-31 22:06:48,SHIPPED,SOUTH
O000336,C00035,2024-10-08 08:11:46,DELIVERED,WEST
O000337,C00035,2024-07-23 14:23:47,DELIVERED,SOUTH
O000338,C00035,03-11-2024 10:06:11,DELIVERED,West
O000339,C00035,2025-06-18 05:35:14,DELIVERED,WEST
O000340,C00035,2025-03-09 21:15:08,CANCELLED,NORTH
O000341,C00036,2025-06-15 20:39:57,DELIVERED,WEST
O000342,C00036,2024-06-21 15:29:11,DELIVERED,WEST
O000343,C00036,2026-02-23 01:27:51,DELIVERED,SOUTH
O000344,C00036,2025-12-20 04:36:55,DELIVERED,CENTRAL
O000345,C00037,2024-12-21 19:14:53,CANCELLED,NORTH
O000346,C00037,2025-09-14 17:37:22,RETURNED,NORTH
O000347,C00037,2025-12-18 21:19:13,PLACED,NORTH
O000348,C00037,2025-01-11 15:40:41,DELIVERED,NORTH
O000349,C00037,2024-08-06 03:59:42,RETURNED,WEST
O000350,C00037,2024-01-17 17:29:55,DELIVERED,NORTH
O000351,C00037,2026-04-20 19:36:57,CANCELLED,NORTH
O000352,C00038,2025-01-31 19:57:17,RETURNED,SOUTH
O000353,C00039,2024-05-17 14:14:20,DELIVERED,SOUTH
O000354,C00039,2025-10-17 01:09:02,DELIVERED,EAST
O000355,C00040,2025-01-25 07:14:38,DELIVERED,WEST
O000356,C00040,2024-06-10 12:06:46,DELIVERED,WEST
O000357,C00040,2024-03-06 09:38:51,CANCELLED,NORTH
O000358,C00041,2026-07-26 23:30:39,DELIVERED,EAST
O000359,C00041,2025-09-11 08:20:33,DELIVERED,WEST
O000360,NULL,2024-06-02 11:41:15,DELIVERED,NORTH
O000361,C00042,2025-01-21 08:14:54,DELIVERED,SOUTH
O000362,C00042,2026-04-30 03:59:31,DELIVERED,WEST
O000363,C00042,2026-04-16 02:50:47,DELIVERED,SOUTH
O000364,C00043,2024-10-16 05:44:46,DELIVERED,WEST
O000365,C00043,2024-11-01 03:12:37,DELIVERED,NORTH
O000366,C00043,2024-10-23 19:58:56,DELIVERED,NORTH
O000367,C00044,2024-05-07 17:04:14,SHIPPED,CENTRAL
O000368,C00044,08-10-2024 14:41:51,PLACED,EAST
O000369,C00044,2026-06-01 11:46:12,DELIVERED,EAST
O000370,C00045,2025-07-19 09:44:41,RETURNED,NORTH
O000371,C00045,2024-07-27 22:15:18,DELIVERED,NORTH
O000372,C00045,2026-01-09 00:47:14,SHIPPED,SOUTH
O000373,C00046,2026-06-11 01:55:58,DELIVERED,CENTRAL
O000374,C00046,2024-03-30 09:27:41,PLACED,CENTRAL
O000375,C00046,2024-12-20 15:27:45,DELIVERED,SOUTH
O000376,C00046,25-10-2025 17:43:37,DELIVERED,NORTH
O000377,C00046,2026-04-02 23:19:51,CANCELLED,CENTRAL
O000378,C00046,2025-12-04 10:05:06,DELIVERED,SOUTH
O000379,C00046,2024-11-12 05:45:27,DELIVERED,CENTRAL
O000380,C00046,2024-12-09 00:56:38,placed,NORTH
O000381,C00047,2026-06-01 11:30:26,SHIPPED,NORTH
O000382,C00048,2024-12-12 18:11:57,DELIVERED,WEST
O000383,C00048,2024-07-05 20:28:41,DELIVERED,WEST
O000384,C00048,2026-07-26 12:14:11,DELIVERED,EAST
O000385,C00048,2026-05-11 07:50:09,CANCELLED,SOUTH
O000386,C00048,2025-12-23 18:06:54,DELIVERED,WEST
O000387,C00048,2024-11-08 03:17:28,DELIVERED,WEST
O000388,C00048,2026-02-02 02:43:57,DELIVERED,SOUTH
O000389,C00048,2026-03-30 12:29:39,RETURNED,WEST
O000390,C00048,2024-12-01 01:19:24,DELIVERED,SOUTH
O000391,C00048,2025-12-23 01:58:13,DELIVERED,NORTH
O000392,C00048,2024-01-25 05:20:18,SHIPPED,EAST
O000393,C00048,2025-05-28 19:16:46,DELIVERED,NORTH
O000394,C00048,2025-11-22 18:45:55,DELIVERED,West
O000395,C00048,2024-10-21 08:56:31,DELIVERED,SOUTH
O000396,C00048,2024-12-12 09:05:43,DELIVERED,WEST
O000397,C00048,2025-09-10 14:08:28,DELIVERED,WEST
O000398,C00048,2024-12-28 15:12:08,SHIPPED,WEST
O000399,C00048,2024-04-14 16:52:05,SHIPPED,NORTH
O000400,NULL,2024-10-20 13:17:26,PLACED,EAST
O000401,C00048,2025-10-21 01:25:24,SHIPPED,SOUTH
O000402,C00048,2024-04-17 18:46:52,SHIPPED,NORTH
O000403,C00048,2024-12-24 05:46:59,delivered,WEST
O000404,NULL,2024-07-04 20:34:49,Delivered,CENTRAL
O000405,C00048,2025-11-24 07:43:31,DELIVERED,NORTH
O000406,C00048,2024-08-12 07:53:53,DELIVERED,NORTH
O000407,C00048,2025-04-10 19:30:14,DELIVERED,WEST
O000408,C00048,2025-09-22 09:02:08,DELIVERED,NORTH
O000409,C00048,2026-04-03 05:28:29,SHIPPED,SOUTH
O000410,C00048,2026-05-01 14:34:58,DELIVERED,WEST
O000411,C00048,2025-10-02 04:52:01,SHIPPED,WEST
O000412,C00048,2024-11-16 17:08:10,DELIVERED,NORTH
O000413,C00048,2024-11-03 06:52:55,DELIVERED,WEST
O000414,C00048,2026-04-04 05:45:30,DELIVERED,NORTH
O000415,C00048,2024-11-12 06:47:09,DELIVERED,EAST
O000416,C00048,2024-11-10 03:51:35,SHIPPED,WEST
O000417,C00048,2025-03-12 21:11:10,DELIVERED,WEST
O000418,C00048,2025-11-13 15:10:49,RETURNED,NORTH
O000419,C00048,2026-05-30 11:12:07,DELIVERED,WEST
O000420,C00048,2024-06-21 09:19:44,CANCELLED,SOUTH
O000421,C00048,2025-10-20 18:26:10,CANCELLED,NORTH
O000422,C00048,2024-12-10 08:28:27,DELIVERED,NORTH
O000423,C00048,17-01-2024 14:06:00,RETURNED,NORTH
O000424,C00048,2025-06-05 09:22:35,DELIVERED,NORTH
O000425,C00048,2024-11-10 08:05:58,RETURNED,EAST
O000426,C00048,2024-10-03 05:23:04,delivered,SOUTH
O000427,C00048,2024-04-19 08:03:36,DELIVERED,SOUTH
O000428,C00048,2024-10-24 02:11:05,DELIVERED,SOUTH
